Global surface temperature (C)
relative to 1951-1980 means
Different versions of ERSST 
-------------------------------------
    year       v3b      v4     v4-v3b
-------------------------------------
  1880.500  -0.2275  -0.1983   0.0292
  1880.583  -0.2100  -0.1815   0.0285
  1880.667  -0.2020  -0.1757   0.0263
  1880.750  -0.1849  -0.1597   0.0252
  1880.833  -0.1625  -0.1394   0.0231
  1880.917  -0.1514  -0.1312   0.0202
  1881.000  -0.1539  -0.1310   0.0229
  1881.083  -0.1466  -0.1165   0.0301
  1881.167  -0.1417  -0.1120   0.0297
  1881.250  -0.1381  -0.1053   0.0328
  1881.333  -0.1409  -0.1080   0.0329
  1881.417  -0.1487  -0.1142   0.0345
  1881.500  -0.1446  -0.1093   0.0353
  1881.583  -0.1316  -0.0936   0.0380
  1881.667  -0.1138  -0.0750   0.0388
  1881.750  -0.1133  -0.0747   0.0386
  1881.833  -0.1299  -0.0886   0.0413
  1881.917  -0.1437  -0.0993   0.0444
  1882.000  -0.1483  -0.0964   0.0519
  1882.083  -0.1609  -0.0998   0.0611
  1882.167  -0.1636  -0.0950   0.0686
  1882.250  -0.1591  -0.0884   0.0707
  1882.333  -0.1602  -0.0908   0.0694
  1882.417  -0.1574  -0.0861   0.0713
  1882.500  -0.1724  -0.0937   0.0787
  1882.583  -0.2061  -0.1291   0.0770
  1882.667  -0.2410  -0.1711   0.0699
  1882.750  -0.2500  -0.1868   0.0632
  1882.833  -0.2475  -0.1904   0.0571
  1882.917  -0.2481  -0.1968   0.0513
  1883.000  -0.2278  -0.1858   0.0420
  1883.083  -0.2081  -0.1841   0.0240
  1883.167  -0.2116  -0.1976   0.0140
  1883.250  -0.2186  -0.2121   0.0065
  1883.333  -0.2134  -0.2029   0.0105
  1883.417  -0.2170  -0.2024   0.0146
  1883.500  -0.2036  -0.1967   0.0069
  1883.583  -0.1892  -0.1842   0.0050
  1883.667  -0.1705  -0.1587   0.0118
  1883.750  -0.1855  -0.1723   0.0132
  1883.833  -0.1987  -0.1821   0.0166
  1883.917  -0.2098  -0.1877   0.0221
  1884.000  -0.2343  -0.2094   0.0249
  1884.083  -0.2580  -0.2308   0.0272
  1884.167  -0.2668  -0.2415   0.0253
  1884.250  -0.2735  -0.2454   0.0281
  1884.333  -0.2787  -0.2542   0.0245
  1884.417  -0.2790  -0.2622   0.0168
  1884.500  -0.2833  -0.2711   0.0122
  1884.583  -0.3128  -0.3095   0.0033
  1884.667  -0.3239  -0.3243  -0.0004
  1884.750  -0.3135  -0.3153  -0.0018
  1884.833  -0.3133  -0.3216  -0.0083
  1884.917  -0.3134  -0.3293  -0.0159
  1885.000  -0.3150  -0.3395  -0.0245
  1885.083  -0.3109  -0.3347  -0.0238
  1885.167  -0.3098  -0.3358  -0.0260
  1885.250  -0.3001  -0.3322  -0.0321
  1885.333  -0.2905  -0.3295  -0.0390
  1885.417  -0.2771  -0.3230  -0.0459
  1885.500  -0.2544  -0.3034  -0.0490
  1885.583  -0.2391  -0.2846  -0.0455
  1885.667  -0.2508  -0.2980  -0.0472
  1885.750  -0.2634  -0.3129  -0.0495
  1885.833  -0.2524  -0.3011  -0.0487
  1885.917  -0.2414  -0.2894  -0.0480
  1886.000  -0.2332  -0.2802  -0.0470
  1886.083  -0.2205  -0.2700  -0.0495
  1886.167  -0.2171  -0.2735  -0.0564
  1886.250  -0.2130  -0.2738  -0.0608
  1886.333  -0.2201  -0.2791  -0.0590
  1886.417  -0.2320  -0.2825  -0.0505
  1886.500  -0.2474  -0.2990  -0.0516
  1886.583  -0.2651  -0.3191  -0.0540
  1886.667  -0.2652  -0.3218  -0.0566
  1886.750  -0.2580  -0.3137  -0.0557
  1886.833  -0.2673  -0.3205  -0.0532
  1886.917  -0.2735  -0.3258  -0.0523
  1887.000  -0.2691  -0.3104  -0.0413
  1887.083  -0.2742  -0.3128  -0.0386
  1887.167  -0.2809  -0.3095  -0.0286
  1887.250  -0.2905  -0.3101  -0.0196
  1887.333  -0.2999  -0.3160  -0.0161
  1887.417  -0.3007  -0.3160  -0.0153
  1887.500  -0.3199  -0.3269  -0.0070
  1887.583  -0.3067  -0.3081  -0.0014
  1887.667  -0.3052  -0.3035   0.0017
  1887.750  -0.3182  -0.3171   0.0011
  1887.833  -0.3110  -0.3099   0.0011
  1887.917  -0.3101  -0.3008   0.0093
  1888.000  -0.3093  -0.3013   0.0080
  1888.083  -0.3040  -0.2936   0.0104
  1888.167  -0.2927  -0.2804   0.0123
  1888.250  -0.2827  -0.2708   0.0119
  1888.333  -0.2589  -0.2432   0.0157
  1888.417  -0.2370  -0.2221   0.0149
  1888.500  -0.2132  -0.2007   0.0125
  1888.583  -0.1931  -0.1812   0.0119
  1888.667  -0.1466  -0.1339   0.0127
  1888.750  -0.1081  -0.0906   0.0175
  1888.833  -0.0822  -0.0632   0.0190
  1888.917  -0.0618  -0.0469   0.0149
  1889.000  -0.0517  -0.0395   0.0122
  1889.083  -0.0527  -0.0358   0.0169
  1889.167  -0.0573  -0.0413   0.0160
  1889.250  -0.0636  -0.0500   0.0136
  1889.333  -0.0781  -0.0694   0.0087
  1889.417  -0.1038  -0.0944   0.0094
  1889.500  -0.1186  -0.1093   0.0093
  1889.583  -0.1363  -0.1322   0.0041
  1889.667  -0.1796  -0.1833  -0.0037
  1889.750  -0.2156  -0.2211  -0.0055
  1889.833  -0.2493  -0.2561  -0.0068
  1889.917  -0.2848  -0.2934  -0.0086
  1890.000  -0.3004  -0.3065  -0.0061
  1890.083  -0.3110  -0.3265  -0.0155
  1890.167  -0.3225  -0.3417  -0.0192
  1890.250  -0.3327  -0.3562  -0.0235
  1890.333  -0.3322  -0.3565  -0.0243
  1890.417  -0.3427  -0.3621  -0.0194
  1890.500  -0.3431  -0.3623  -0.0192
  1890.583  -0.3443  -0.3610  -0.0167
  1890.667  -0.3530  -0.3621  -0.0091
  1890.750  -0.3379  -0.3404  -0.0025
  1890.833  -0.3326  -0.3304   0.0022
  1890.917  -0.3135  -0.3051   0.0084
  1891.000  -0.3106  -0.3004   0.0102
  1891.083  -0.3115  -0.2945   0.0170
  1891.167  -0.3021  -0.2822   0.0199
  1891.250  -0.2905  -0.2636   0.0269
  1891.333  -0.2962  -0.2645   0.0317
  1891.417  -0.2932  -0.2645   0.0287
  1891.500  -0.2783  -0.2403   0.0380
  1891.583  -0.2733  -0.2238   0.0495
  1891.667  -0.2463  -0.1959   0.0504
  1891.750  -0.2613  -0.2137   0.0476
  1891.833  -0.2707  -0.2215   0.0492
  1891.917  -0.2816  -0.2277   0.0539
  1892.000  -0.2864  -0.2257   0.0607
  1892.083  -0.2939  -0.2304   0.0635
  1892.167  -0.3000  -0.2293   0.0707
  1892.250  -0.3028  -0.2386   0.0642
  1892.333  -0.2943  -0.2324   0.0619
  1892.417  -0.3000  -0.2432   0.0568
  1892.500  -0.3263  -0.2666   0.0597
  1892.583  -0.3674  -0.3018   0.0656
  1892.667  -0.4046  -0.3322   0.0724
  1892.750  -0.3976  -0.3224   0.0752
  1892.833  -0.3951  -0.3207   0.0744
  1892.917  -0.4033  -0.3289   0.0744
  1893.000  -0.4058  -0.3321   0.0737
  1893.083  -0.3916  -0.3202   0.0714
  1893.167  -0.3917  -0.3232   0.0685
  1893.250  -0.3955  -0.3175   0.0780
  1893.333  -0.3999  -0.3178   0.0821
  1893.417  -0.3774  -0.2899   0.0875
  1893.500  -0.3719  -0.2966   0.0753
  1893.583  -0.3465  -0.2856   0.0609
  1893.667  -0.3249  -0.2695   0.0554
  1893.750  -0.3214  -0.2667   0.0547
  1893.833  -0.3299  -0.2742   0.0557
  1893.917  -0.3245  -0.2708   0.0537
  1894.000  -0.3300  -0.2877   0.0423
  1894.083  -0.3369  -0.3033   0.0336
  1894.167  -0.3309  -0.3070   0.0239
  1894.250  -0.3322  -0.3106   0.0216
  1894.333  -0.3328  -0.3108   0.0220
  1894.417  -0.3435  -0.3177   0.0258
  1894.500  -0.3347  -0.3052   0.0295
  1894.583  -0.3313  -0.2958   0.0355
  1894.667  -0.3444  -0.3046   0.0398
  1894.750  -0.3484  -0.3113   0.0371
  1894.833  -0.3298  -0.2952   0.0346
  1894.917  -0.3225  -0.2890   0.0335
  1895.000  -0.3104  -0.2731   0.0373
  1895.083  -0.3043  -0.2604   0.0439
  1895.167  -0.3016  -0.2501   0.0515
  1895.250  -0.2873  -0.2329   0.0544
  1895.333  -0.2790  -0.2275   0.0515
  1895.417  -0.2642  -0.2199   0.0443
  1895.500  -0.2588  -0.2115   0.0473
  1895.583  -0.2418  -0.1942   0.0476
  1895.667  -0.2168  -0.1715   0.0453
  1895.750  -0.2198  -0.1720   0.0478
  1895.833  -0.2320  -0.1803   0.0517
  1895.917  -0.2268  -0.1778   0.0490
  1896.000  -0.2185  -0.1687   0.0498
  1896.083  -0.2103  -0.1599   0.0504
  1896.167  -0.2026  -0.1549   0.0477
  1896.250  -0.2000  -0.1573   0.0427
  1896.333  -0.1856  -0.1455   0.0401
  1896.417  -0.1850  -0.1456   0.0394
  1896.500  -0.1788  -0.1456   0.0332
  1896.583  -0.1698  -0.1450   0.0248
  1896.667  -0.1701  -0.1483   0.0218
  1896.750  -0.1605  -0.1332   0.0273
  1896.833  -0.1376  -0.1072   0.0304
  1896.917  -0.1269  -0.0912   0.0357
  1897.000  -0.1307  -0.0902   0.0405
  1897.083  -0.1340  -0.0889   0.0451
  1897.167  -0.1411  -0.0837   0.0574
  1897.250  -0.1456  -0.0836   0.0620
  1897.333  -0.1616  -0.0944   0.0672
  1897.417  -0.1671  -0.0956   0.0715
  1897.500  -0.1774  -0.1066   0.0708
  1897.583  -0.1693  -0.0937   0.0756
  1897.667  -0.1823  -0.1053   0.0770
  1897.750  -0.2099  -0.1416   0.0683
  1897.833  -0.2299  -0.1679   0.0620
  1897.917  -0.2498  -0.1969   0.0529
  1898.000  -0.2512  -0.2037   0.0475
  1898.083  -0.2614  -0.2182   0.0432
  1898.167  -0.2668  -0.2346   0.0322
  1898.250  -0.2750  -0.2468   0.0282
  1898.333  -0.2903  -0.2659   0.0244
  1898.417  -0.3024  -0.2808   0.0216
  1898.500  -0.3018  -0.2778   0.0240
  1898.583  -0.3089  -0.2870   0.0219
  1898.667  -0.3115  -0.2921   0.0194
  1898.750  -0.2947  -0.2750   0.0197
  1898.833  -0.2815  -0.2648   0.0167
  1898.917  -0.2724  -0.2521   0.0203
  1899.000  -0.2816  -0.2564   0.0252
  1899.083  -0.2755  -0.2486   0.0269
  1899.167  -0.2646  -0.2327   0.0319
  1899.250  -0.2511  -0.2174   0.0337
  1899.333  -0.2270  -0.1903   0.0367
  1899.417  -0.1901  -0.1508   0.0393
  1899.500  -0.1940  -0.1548   0.0392
  1899.583  -0.2106  -0.1731   0.0375
  1899.667  -0.1811  -0.1468   0.0343
  1899.750  -0.1522  -0.1166   0.0356
  1899.833  -0.1498  -0.1119   0.0379
  1899.917  -0.1423  -0.0999   0.0424
  1900.000  -0.1310  -0.0910   0.0400
  1900.083  -0.1317  -0.0874   0.0443
  1900.167  -0.1336  -0.0872   0.0464
  1900.250  -0.1414  -0.0851   0.0563
  1900.333  -0.1414  -0.0786   0.0628
  1900.417  -0.1643  -0.0994   0.0649
  1900.500  -0.1513  -0.0890   0.0623
  1900.583  -0.1454  -0.0803   0.0651
  1900.667  -0.1484  -0.0780   0.0704
  1900.750  -0.1472  -0.0752   0.0720
  1900.833  -0.1413  -0.0672   0.0741
  1900.917  -0.1472  -0.0767   0.0705
  1901.000  -0.1456  -0.0727   0.0729
  1901.083  -0.1435  -0.0728   0.0707
  1901.167  -0.1507  -0.0803   0.0704
  1901.250  -0.1593  -0.0955   0.0638
  1901.333  -0.1845  -0.1269   0.0576
  1901.417  -0.1889  -0.1307   0.0582
  1901.500  -0.2051  -0.1440   0.0611
  1901.583  -0.1960  -0.1359   0.0601
  1901.667  -0.1922  -0.1341   0.0581
  1901.750  -0.2172  -0.1623   0.0549
  1901.833  -0.2342  -0.1809   0.0533
  1901.917  -0.2435  -0.1919   0.0516
  1902.000  -0.2581  -0.2118   0.0463
  1902.083  -0.2694  -0.2260   0.0434
  1902.167  -0.2768  -0.2385   0.0383
  1902.250  -0.2772  -0.2420   0.0352
  1902.333  -0.2751  -0.2400   0.0351
  1902.417  -0.2883  -0.2554   0.0329
  1902.500  -0.3001  -0.2687   0.0314
  1902.583  -0.3048  -0.2753   0.0295
  1902.667  -0.3036  -0.2778   0.0258
  1902.750  -0.2970  -0.2727   0.0243
  1902.833  -0.3050  -0.2828   0.0222
  1902.917  -0.3117  -0.2919   0.0198
  1903.000  -0.3215  -0.3004   0.0211
  1903.083  -0.3266  -0.3036   0.0230
  1903.167  -0.3379  -0.3172   0.0207
  1903.250  -0.3537  -0.3352   0.0185
  1903.333  -0.3658  -0.3476   0.0182
  1903.417  -0.3687  -0.3505   0.0182
  1903.500  -0.3737  -0.3518   0.0219
  1903.583  -0.4071  -0.3823   0.0248
  1903.667  -0.4524  -0.4229   0.0295
  1903.750  -0.4717  -0.4423   0.0294
  1903.833  -0.4809  -0.4511   0.0298
  1903.917  -0.4872  -0.4586   0.0286
  1904.000  -0.4868  -0.4627   0.0241
  1904.083  -0.4951  -0.4779   0.0172
  1904.167  -0.4935  -0.4777   0.0158
  1904.250  -0.4948  -0.4814   0.0134
  1904.333  -0.4859  -0.4758   0.0101
  1904.417  -0.4638  -0.4571   0.0067
  1904.500  -0.4415  -0.4417  -0.0002
  1904.583  -0.4136  -0.4196  -0.0060
  1904.667  -0.4179  -0.4231  -0.0052
  1904.750  -0.4043  -0.4049  -0.0006
  1904.833  -0.3901  -0.3927  -0.0026
  1904.917  -0.3745  -0.3783  -0.0038
  1905.000  -0.3606  -0.3631  -0.0025
  1905.083  -0.3466  -0.3433   0.0033
  1905.167  -0.3327  -0.3242   0.0085
  1905.250  -0.3108  -0.2972   0.0136
  1905.333  -0.3024  -0.2869   0.0155
  1905.417  -0.2960  -0.2799   0.0161
  1905.500  -0.2931  -0.2729   0.0202
  1905.583  -0.2908  -0.2668   0.0240
  1905.667  -0.2667  -0.2454   0.0213
  1905.750  -0.2577  -0.2371   0.0206
  1905.833  -0.2353  -0.2090   0.0263
  1905.917  -0.2296  -0.1983   0.0313
  1906.000  -0.2256  -0.1900   0.0356
  1906.083  -0.2272  -0.1914   0.0358
  1906.167  -0.2252  -0.1897   0.0355
  1906.250  -0.2329  -0.1981   0.0348
  1906.333  -0.2328  -0.1955   0.0373
  1906.417  -0.2625  -0.2204   0.0421
  1906.500  -0.2599  -0.2179   0.0420
  1906.583  -0.2725  -0.2290   0.0435
  1906.667  -0.2900  -0.2448   0.0452
  1906.750  -0.3031  -0.2531   0.0500
  1906.833  -0.3343  -0.2850   0.0493
  1906.917  -0.3562  -0.3065   0.0497
  1907.000  -0.3720  -0.3248   0.0472
  1907.083  -0.3771  -0.3321   0.0450
  1907.167  -0.3861  -0.3472   0.0389
  1907.250  -0.3878  -0.3532   0.0346
  1907.333  -0.3875  -0.3572   0.0303
  1907.417  -0.3932  -0.3684   0.0248
  1907.500  -0.4193  -0.3950   0.0243
  1907.583  -0.4185  -0.3967   0.0218
  1907.667  -0.4033  -0.3829   0.0204
  1907.750  -0.4234  -0.4108   0.0126
  1907.833  -0.4237  -0.4157   0.0080
  1907.917  -0.4135  -0.4107   0.0028
  1908.000  -0.4097  -0.4072   0.0025
  1908.083  -0.4124  -0.4072   0.0052
  1908.167  -0.4205  -0.4144   0.0061
  1908.250  -0.4216  -0.4152   0.0064
  1908.333  -0.4356  -0.4306   0.0050
  1908.417  -0.4330  -0.4299   0.0031
  1908.500  -0.4310  -0.4299   0.0011
  1908.583  -0.4508  -0.4505   0.0003
  1908.667  -0.4606  -0.4600   0.0006
  1908.750  -0.4568  -0.4553   0.0015
  1908.833  -0.4675  -0.4660   0.0015
  1908.917  -0.4824  -0.4774   0.0050
  1909.000  -0.4920  -0.4885   0.0035
  1909.083  -0.4929  -0.4954  -0.0025
  1909.167  -0.4814  -0.4827  -0.0013
  1909.250  -0.4840  -0.4867  -0.0027
  1909.333  -0.4819  -0.4833  -0.0014
  1909.417  -0.4683  -0.4680   0.0003
  1909.500  -0.4749  -0.4720   0.0029
  1909.583  -0.4566  -0.4506   0.0060
  1909.667  -0.4549  -0.4477   0.0072
  1909.750  -0.4525  -0.4440   0.0085
  1909.833  -0.4432  -0.4276   0.0156
  1909.917  -0.4337  -0.4111   0.0226
  1910.000  -0.4262  -0.3981   0.0281
  1910.083  -0.4215  -0.3884   0.0331
  1910.167  -0.4269  -0.3916   0.0353
  1910.250  -0.4286  -0.3911   0.0375
  1910.333  -0.4307  -0.3911   0.0396
  1910.417  -0.4498  -0.4114   0.0384
  1910.500  -0.4590  -0.4239   0.0351
  1910.583  -0.4747  -0.4401   0.0346
  1910.667  -0.4871  -0.4541   0.0330
  1910.750  -0.4997  -0.4667   0.0330
  1910.833  -0.5067  -0.4799   0.0268
  1910.917  -0.5124  -0.4949   0.0175
  1911.000  -0.5166  -0.5038   0.0128
  1911.083  -0.5192  -0.5119   0.0073
  1911.167  -0.5225  -0.5197   0.0028
  1911.250  -0.5223  -0.5210   0.0013
  1911.333  -0.5086  -0.5101  -0.0015
  1911.417  -0.4800  -0.4797   0.0003
  1911.500  -0.4452  -0.4428   0.0024
  1911.583  -0.4165  -0.4129   0.0036
  1911.667  -0.3828  -0.3748   0.0080
  1911.750  -0.3640  -0.3534   0.0106
  1911.833  -0.3417  -0.3246   0.0171
  1911.917  -0.3222  -0.2977   0.0245
  1912.000  -0.3088  -0.2797   0.0291
  1912.083  -0.3161  -0.2791   0.0370
  1912.167  -0.3307  -0.2861   0.0446
  1912.250  -0.3433  -0.2934   0.0499
  1912.333  -0.3721  -0.3181   0.0540
  1912.417  -0.3900  -0.3331   0.0569
  1912.500  -0.4077  -0.3462   0.0615
  1912.583  -0.4219  -0.3569   0.0650
  1912.667  -0.4449  -0.3810   0.0639
  1912.750  -0.4475  -0.3862   0.0613
  1912.833  -0.4576  -0.3991   0.0585
  1912.917  -0.4748  -0.4202   0.0546
  1913.000  -0.4881  -0.4368   0.0513
  1913.083  -0.4793  -0.4318   0.0475
  1913.167  -0.4608  -0.4155   0.0453
  1913.250  -0.4483  -0.4031   0.0452
  1913.333  -0.4301  -0.3853   0.0448
  1913.417  -0.4133  -0.3686   0.0447
  1913.500  -0.3812  -0.3370   0.0442
  1913.583  -0.3452  -0.3022   0.0430
  1913.667  -0.3224  -0.2778   0.0446
  1913.750  -0.3077  -0.2610   0.0467
  1913.833  -0.3008  -0.2533   0.0475
  1913.917  -0.2820  -0.2320   0.0500
  1914.000  -0.2665  -0.2125   0.0540
  1914.083  -0.2629  -0.2037   0.0592
  1914.167  -0.2522  -0.1892   0.0630
  1914.250  -0.2390  -0.1734   0.0656
  1914.333  -0.2158  -0.1493   0.0665
  1914.417  -0.2159  -0.1517   0.0642
  1914.500  -0.2226  -0.1578   0.0648
  1914.583  -0.2409  -0.1753   0.0656
  1914.667  -0.2325  -0.1649   0.0676
  1914.750  -0.2235  -0.1533   0.0702
  1914.833  -0.2009  -0.1251   0.0758
  1914.917  -0.1924  -0.1106   0.0818
  1915.000  -0.1848  -0.1046   0.0802
  1915.083  -0.1667  -0.0869   0.0798
  1915.167  -0.1643  -0.0871   0.0772
  1915.250  -0.1610  -0.0860   0.0750
  1915.333  -0.1726  -0.1000   0.0726
  1915.417  -0.1632  -0.0936   0.0696
  1915.500  -0.1675  -0.1065   0.0610
  1915.583  -0.1631  -0.1074   0.0557
  1915.667  -0.1755  -0.1246   0.0509
  1915.750  -0.1899  -0.1426   0.0473
  1915.833  -0.2128  -0.1699   0.0429
  1915.917  -0.2279  -0.1904   0.0375
  1916.000  -0.2503  -0.2141   0.0362
  1916.083  -0.2705  -0.2397   0.0308
  1916.167  -0.2827  -0.2493   0.0334
  1916.250  -0.2973  -0.2634   0.0339
  1916.333  -0.3021  -0.2684   0.0337
  1916.417  -0.3253  -0.2931   0.0322
  1916.500  -0.3711  -0.3374   0.0337
  1916.583  -0.3919  -0.3590   0.0329
  1916.667  -0.4182  -0.3864   0.0318
  1916.750  -0.4347  -0.4019   0.0328
  1916.833  -0.4468  -0.4138   0.0330
  1916.917  -0.4678  -0.4320   0.0358
  1917.000  -0.4664  -0.4289   0.0375
  1917.083  -0.4593  -0.4200   0.0393
  1917.167  -0.4558  -0.4197   0.0361
  1917.250  -0.4496  -0.4112   0.0384
  1917.333  -0.4608  -0.4178   0.0430
  1917.417  -0.4537  -0.4060   0.0477
  1917.500  -0.4501  -0.3993   0.0508
  1917.583  -0.4490  -0.3964   0.0526
  1917.667  -0.4316  -0.3773   0.0543
  1917.750  -0.4087  -0.3532   0.0555
  1917.833  -0.4075  -0.3529   0.0546
  1917.917  -0.3933  -0.3435   0.0498
  1918.000  -0.3847  -0.3339   0.0508
  1918.083  -0.3872  -0.3316   0.0556
  1918.167  -0.3893  -0.3317   0.0576
  1918.250  -0.3839  -0.3280   0.0559
  1918.333  -0.3553  -0.3009   0.0544
  1918.417  -0.3461  -0.2897   0.0564
  1918.500  -0.3189  -0.2544   0.0645
  1918.583  -0.3063  -0.2344   0.0719
  1918.667  -0.3028  -0.2254   0.0774
  1918.750  -0.3071  -0.2304   0.0767
  1918.833  -0.2902  -0.2131   0.0771
  1918.917  -0.2840  -0.1985   0.0855
  1919.000  -0.2844  -0.1980   0.0864
  1919.083  -0.2843  -0.1990   0.0853
  1919.167  -0.2787  -0.1933   0.0854
  1919.250  -0.2802  -0.1962   0.0840
  1919.333  -0.2896  -0.2062   0.0834
  1919.417  -0.3060  -0.2185   0.0875
  1919.500  -0.3051  -0.2239   0.0812
  1919.583  -0.2950  -0.2202   0.0748
  1919.667  -0.2897  -0.2217   0.0680
  1919.750  -0.2704  -0.2050   0.0654
  1919.833  -0.2703  -0.2111   0.0592
  1919.917  -0.2622  -0.2155   0.0467
  1920.000  -0.2575  -0.2198   0.0377
  1920.083  -0.2555  -0.2285   0.0270
  1920.167  -0.2571  -0.2362   0.0209
  1920.250  -0.2631  -0.2377   0.0254
  1920.333  -0.2770  -0.2483   0.0287
  1920.417  -0.2753  -0.2506   0.0247
  1920.500  -0.2851  -0.2602   0.0249
  1920.583  -0.2778  -0.2510   0.0268
  1920.667  -0.2760  -0.2492   0.0268
  1920.750  -0.2895  -0.2667   0.0228
  1920.833  -0.2923  -0.2747   0.0176
  1920.917  -0.2951  -0.2836   0.0115
  1921.000  -0.2905  -0.2820   0.0085
  1921.083  -0.2801  -0.2686   0.0115
  1921.167  -0.2786  -0.2640   0.0146
  1921.250  -0.2711  -0.2619   0.0092
  1921.333  -0.2526  -0.2438   0.0088
  1921.417  -0.2406  -0.2303   0.0103
  1921.500  -0.2179  -0.2066   0.0113
  1921.583  -0.2408  -0.2305   0.0103
  1921.667  -0.2601  -0.2479   0.0122
  1921.750  -0.2570  -0.2357   0.0213
  1921.833  -0.2552  -0.2236   0.0316
  1921.917  -0.2603  -0.2222   0.0381
  1922.000  -0.2686  -0.2236   0.0450
  1922.083  -0.2801  -0.2321   0.0480
  1922.167  -0.2855  -0.2383   0.0472
  1922.250  -0.2947  -0.2480   0.0467
  1922.333  -0.3099  -0.2694   0.0405
  1922.417  -0.3065  -0.2685   0.0380
  1922.500  -0.3063  -0.2677   0.0386
  1922.583  -0.3006  -0.2629   0.0377
  1922.667  -0.2930  -0.2583   0.0347
  1922.750  -0.3019  -0.2732   0.0287
  1922.833  -0.3125  -0.2869   0.0256
  1922.917  -0.3134  -0.2858   0.0276
  1923.000  -0.3080  -0.2780   0.0300
  1923.083  -0.3124  -0.2804   0.0320
  1923.167  -0.3112  -0.2785   0.0327
  1923.250  -0.3085  -0.2772   0.0313
  1923.333  -0.2922  -0.2601   0.0321
  1923.417  -0.2784  -0.2438   0.0346
  1923.500  -0.2642  -0.2333   0.0309
  1923.583  -0.2586  -0.2298   0.0288
  1923.667  -0.2475  -0.2209   0.0266
  1923.750  -0.2294  -0.2056   0.0238
  1923.833  -0.2238  -0.2027   0.0211
  1923.917  -0.2124  -0.1907   0.0217
  1924.000  -0.2117  -0.1943   0.0174
  1924.083  -0.2054  -0.1926   0.0128
  1924.167  -0.2041  -0.1976   0.0065
  1924.250  -0.2028  -0.2006   0.0022
  1924.333  -0.2157  -0.2199  -0.0042
  1924.417  -0.2262  -0.2421  -0.0159
  1924.500  -0.2508  -0.2724  -0.0216
  1924.583  -0.2594  -0.2804  -0.0210
  1924.667  -0.2687  -0.2860  -0.0173
  1924.750  -0.2816  -0.2940  -0.0124
  1924.833  -0.2731  -0.2855  -0.0124
  1924.917  -0.2815  -0.2952  -0.0137
  1925.000  -0.2882  -0.3001  -0.0119
  1925.083  -0.2903  -0.3023  -0.0120
  1925.167  -0.2803  -0.2881  -0.0078
  1925.250  -0.2707  -0.2733  -0.0026
  1925.333  -0.2629  -0.2588   0.0041
  1925.417  -0.2508  -0.2368   0.0140
  1925.500  -0.2161  -0.1943   0.0218
  1925.583  -0.1766  -0.1506   0.0260
  1925.667  -0.1437  -0.1171   0.0266
  1925.750  -0.1136  -0.0883   0.0253
  1925.833  -0.1045  -0.0803   0.0242
  1925.917  -0.0975  -0.0757   0.0218
  1926.000  -0.0883  -0.0688   0.0195
  1926.083  -0.0820  -0.0612   0.0208
  1926.167  -0.0783  -0.0550   0.0233
  1926.250  -0.0735  -0.0532   0.0203
  1926.333  -0.0653  -0.0482   0.0171
  1926.417  -0.0691  -0.0570   0.0121
  1926.500  -0.0950  -0.0902   0.0048
  1926.583  -0.1272  -0.1301  -0.0029
  1926.667  -0.1456  -0.1523  -0.0067
  1926.750  -0.1841  -0.1942  -0.0101
  1926.833  -0.1989  -0.2081  -0.0092
  1926.917  -0.1959  -0.2081  -0.0122
  1927.000  -0.1965  -0.2100  -0.0135
  1927.083  -0.1918  -0.2046  -0.0128
  1927.167  -0.1977  -0.2118  -0.0141
  1927.250  -0.1960  -0.2076  -0.0116
  1927.333  -0.1858  -0.1989  -0.0131
  1927.417  -0.1838  -0.1963  -0.0125
  1927.500  -0.1892  -0.2017  -0.0125
  1927.583  -0.1688  -0.1815  -0.0127
  1927.667  -0.1606  -0.1754  -0.0148
  1927.750  -0.1521  -0.1675  -0.0154
  1927.833  -0.1481  -0.1651  -0.0170
  1927.917  -0.1538  -0.1695  -0.0157
  1928.000  -0.1615  -0.1811  -0.0196
  1928.083  -0.1624  -0.1871  -0.0247
  1928.167  -0.1629  -0.1924  -0.0295
  1928.250  -0.1691  -0.2042  -0.0351
  1928.333  -0.1829  -0.2191  -0.0362
  1928.417  -0.1845  -0.2245  -0.0400
  1928.500  -0.1694  -0.2114  -0.0420
  1928.583  -0.2037  -0.2482  -0.0445
  1928.667  -0.2423  -0.2868  -0.0445
  1928.750  -0.2471  -0.2923  -0.0452
  1928.833  -0.2575  -0.3032  -0.0457
  1928.917  -0.2633  -0.3108  -0.0475
  1929.000  -0.2672  -0.3128  -0.0456
  1929.083  -0.2807  -0.3226  -0.0419
  1929.167  -0.2853  -0.3259  -0.0406
  1929.250  -0.2882  -0.3285  -0.0403
  1929.333  -0.2842  -0.3253  -0.0411
  1929.417  -0.2883  -0.3293  -0.0410
  1929.500  -0.3169  -0.3567  -0.0398
  1929.583  -0.3016  -0.3410  -0.0394
  1929.667  -0.2747  -0.3117  -0.0370
  1929.750  -0.2534  -0.2908  -0.0374
  1929.833  -0.2403  -0.2766  -0.0363
  1929.917  -0.2304  -0.2646  -0.0342
  1930.000  -0.2137  -0.2431  -0.0294
  1930.083  -0.1997  -0.2293  -0.0296
  1930.167  -0.1865  -0.2135  -0.0270
  1930.250  -0.1782  -0.2030  -0.0248
  1930.333  -0.1773  -0.1976  -0.0203
  1930.417  -0.1563  -0.1733  -0.0170
