Land and sea surface temperature (C)                           
relative to 1951-1980 means
------------------------------------
    year     land    SST
  1973.458  0.3733  0.0471
  1973.542  0.1300  0.0452
  1973.625  0.0145  0.0183
  1973.708  0.1567  0.0138
  1973.792  0.2810 -0.0092
  1973.875  0.0900  0.0031
  1973.958  0.0343 -0.1003
  1974.042 -0.4065 -0.0851
  1974.125 -0.6122 -0.1131
  1974.208  0.0372 -0.1377
  1974.292 -0.0464 -0.1045
  1974.375 -0.0378 -0.0441
  1974.458 -0.0627 -0.0728
  1974.542 -0.0455 -0.0404
  1974.625  0.1633  0.0076
  1974.708 -0.3037 -0.0373
  1974.792 -0.2344 -0.0072
  1974.875 -0.1328 -0.0371
  1974.958 -0.2108 -0.0424
  1975.042  0.4077 -0.0139
  1975.125  0.1498 -0.0298
  1975.208  0.4274 -0.0289
  1975.292  0.1736 -0.0283
  1975.375  0.4637 -0.0443
  1975.458  0.1179 -0.1083
  1975.542  0.0778 -0.1006
  1975.625 -0.3165 -0.0984
  1975.708  0.0988 -0.0955
  1975.792 -0.0020 -0.1540
  1975.875 -0.0737 -0.1865
  1975.958 -0.1314 -0.2026
  1976.042  0.2975 -0.1645
  1976.125 -0.0249 -0.1123
  1976.208 -0.5996 -0.0884
  1976.292 -0.1457 -0.0896
  1976.375 -0.3982 -0.1255
  1976.458 -0.3360 -0.0626
  1976.542 -0.2106 -0.0807
  1976.625 -0.3898 -0.0705
  1976.708 -0.1808 -0.0495
  1976.792 -0.8692  0.0835
  1976.875 -0.4180  0.1151
  1976.958 -0.1013  0.1990
  1977.042 -0.2913  0.2397
  1977.125  0.2772  0.2057
  1977.208  0.5915  0.1764
  1977.292  0.4903  0.1527
  1977.375  0.4971  0.1436
  1977.458  0.3792  0.1373
  1977.542  0.3634  0.1392
  1977.625  0.1664  0.1363
  1977.708 -0.1540  0.1787
  1977.792 -0.2241  0.1794
  1977.875  0.4229  0.1253
  1977.958 -0.0424  0.0961
  1978.042 -0.0342  0.1332
  1978.125  0.1434  0.0997
  1978.208  0.4146  0.1018
  1978.292  0.3466  0.0736
  1978.375  0.0293  0.0560
  1978.458 -0.1889  0.0638
  1978.542  0.0267  0.1043
  1978.625 -0.5292  0.0394
  1978.708  0.0255  0.0503
  1978.792 -0.0034  0.0551
  1978.875  0.2209  0.1405
  1978.958 -0.0254  0.1600
  1979.042 -0.0501  0.1922
  1979.125 -0.3026  0.1843
  1979.208  0.2559  0.1941
  1979.292 -0.0539  0.2158
  1979.375 -0.1321  0.1551
  1979.458  0.0329  0.2088
  1979.542 -0.2328  0.1873
  1979.625  0.0346  0.2214
  1979.708  0.2504  0.2571
  1979.792  0.2541  0.2707
  1979.875  0.2273  0.2982
  1979.958  0.8731  0.3045
  1980.042  0.2347  0.3214
  1980.125  0.4523  0.2991
  1980.208  0.1364  0.3000
  1980.292  0.4995  0.2542
  1980.375  0.5024  0.2464
  1980.458  0.1344  0.2142
  1980.542  0.4402  0.2018
  1980.625  0.3559  0.1616
  1980.708  0.2507  0.1966
  1980.792  0.2048  0.1512
  1980.875  0.6800  0.1957
  1980.958  0.2845  0.2203
  1981.042  1.1534  0.1643
  1981.125  0.8637  0.1367
  1981.208  1.0337  0.1784
  1981.292  0.5375  0.1876
  1981.375  0.2537  0.2070
  1981.458  0.3212  0.2324
  1981.542  0.4597  0.2120
  1981.625  0.6704  0.1607
  1981.708  0.1617  0.1627
  1981.792 -0.0288  0.1816
  1981.875  0.1725  0.1658
  1981.958  0.7031  0.2154
  1982.042 -0.1284  0.2033
  1982.125  0.0998  0.1286
  1982.208 -0.3312  0.1474
  1982.292  0.0502  0.1721
  1982.375  0.1214  0.1853
  1982.458 -0.2000  0.1503
  1982.542  0.2499  0.0844
  1982.625 -0.0339  0.1186
  1982.708  0.0254  0.2253
  1982.792 -0.0683  0.2590
  1982.875 -0.0012  0.2569
  1982.958  0.6928  0.3001
  1983.042  0.8779  0.3451
  1983.125  0.6114  0.3381
  1983.208  0.5842  0.3028
  1983.292  0.3285  0.2760
  1983.375  0.4652  0.2648
  1983.458  0.0070  0.2539
  1983.542  0.0974  0.1900
  1983.625  0.4656  0.2046
  1983.708  0.6687  0.2041
  1983.792  0.1279  0.1802
  1983.875  0.6416  0.1789
  1983.958  0.0750  0.1950
  1984.042  0.3972  0.2165
  1984.125  0.0613  0.2333
  1984.208  0.4330  0.2025
  1984.292 -0.0148  0.1610
  1984.375  0.6303  0.1361
  1984.458 -0.0900  0.0839
  1984.542  0.2082  0.1000
  1984.625  0.1398  0.1319
  1984.708  0.0243  0.2088
  1984.792  0.0997  0.1044
  1984.875 -0.1627  0.1072
  1984.958 -0.5576  0.1095
  1985.042  0.3043  0.1087
  1985.125 -0.5426  0.1478
  1985.208  0.2193  0.1304
  1985.292  0.2773  0.0990
  1985.375  0.2423  0.1287
  1985.458  0.2246  0.0756
  1985.542 -0.2840  0.1060
  1985.625  0.2426  0.0614
  1985.708 -0.0148  0.1280
  1985.792  0.0460  0.1327
  1985.875 -0.0905  0.1318
  1985.958  0.0110  0.1541
  1986.042  0.7855  0.1277
  1986.125  0.7095  0.1537
  1986.208  0.5908  0.1495
  1986.292  0.5155  0.1458
  1986.375  0.4369  0.1522
  1986.458  0.0527  0.1759
  1986.542  0.0380  0.1702
  1986.625  0.1060  0.1473
  1986.708 -0.2400  0.2010
  1986.792 -0.0420  0.2541
  1986.875 -0.1122  0.2096
  1986.958  0.0587  0.2114
  1987.042  0.5508  0.2424
  1987.125  1.0496  0.2440
  1987.208 -0.0477  0.2991
  1987.292  0.2088  0.2955
  1987.375  0.2375  0.2954
  1987.458  0.5090  0.2491
  1987.542  0.7020  0.3200
  1987.625  0.0964  0.3604
  1987.708  0.4192  0.3993
  1987.792  0.1642  0.3829
  1987.875 -0.0162  0.4249
  1987.958  0.7682  0.3575
  1988.042  0.8557  0.4108
  1988.125  0.2997  0.3989
  1988.208  0.7208  0.3702
  1988.292  0.6109  0.3385
  1988.375  0.6206  0.2837
  1988.458  0.6897  0.2333
  1988.542  0.5020  0.2239
  1988.625  0.8217  0.2228
  1988.708  0.6757  0.2233
  1988.792  0.6814  0.2144
  1988.875  0.2333  0.1585
  1988.958  0.7143  0.1392
  1989.042  0.2409  0.1677
  1989.125  0.4653  0.1485
  1989.208  0.6973  0.1559
  1989.292  0.4562  0.2085
  1989.375  0.0824  0.2130
  1989.458 -0.0381  0.2121
  1989.542  0.3588  0.2505
  1989.625  0.4779  0.2497
  1989.708  0.3983  0.2715
  1989.792  0.4555  0.2430
  1989.875  0.1828  0.2661
  1989.958  0.6626  0.2385
  1990.042  0.6741  0.2506
  1990.125  0.6045  0.3285
  1990.208  1.5168  0.3243
  1990.292  0.7501  0.3412
  1990.375  0.4838  0.3518
  1990.458  0.4561  0.3029
  1990.542  0.4347  0.3405
  1990.625  0.2836  0.3081
  1990.708  0.2539  0.3164
  1990.792  0.5732  0.3677
  1990.875  0.8038  0.3597
  1990.958  0.6741  0.3454
  1991.042  0.6412  0.3223
  1991.125  0.9138  0.3127
  1991.208  0.3898  0.3086
  1991.292  0.8097  0.3746
  1991.375  0.3863  0.3501
  1991.458  0.7817  0.3551
  1991.542  0.6908  0.3688
  1991.625  0.4977  0.3215
  1991.708  0.7596  0.2812
  1991.792  0.4492  0.2468
  1991.875  0.3693  0.2480
  1991.958  0.3832  0.2584
  1992.042  0.9361  0.2459
  1992.125  0.7659  0.2782
  1992.208  0.7113  0.2801
  1992.292  0.1582  0.3097
  1992.375  0.3197  0.3117
  1992.458  0.1883  0.2851
  1992.542 -0.1361  0.2132
  1992.625 -0.0356  0.1618
  1992.708 -0.3130  0.1640
  1992.792  0.0548  0.1577
  1992.875 -0.1613  0.1432
  1992.958  0.3309  0.1627
  1993.042  0.6790  0.2188
  1993.125  0.6032  0.2310
  1993.208  0.6314  0.2269
  1993.292  0.2555  0.2536
  1993.375  0.1717  0.2701
  1993.458  0.1304  0.2382
  1993.542  0.2802  0.1890
  1993.625  0.0262  0.1685
  1993.708 -0.1192  0.2148
  1993.792  0.2499  0.2084
  1993.875 -0.3511  0.2157
  1993.958  0.3141  0.1966
  1994.042  0.5009  0.2002
  1994.125 -0.3657  0.1939
  1994.208  0.4561  0.2142
  1994.292  0.7170  0.2293
  1994.375  0.3662  0.2689
  1994.458  0.7228  0.2326
  1994.542  0.4551  0.2443
  1994.625  0.2063  0.2591
  1994.708  0.4616  0.2463
  1994.792  0.6611  0.3021
  1994.875  0.7462  0.3140
  1994.958  0.4183  0.3243
  1995.042  0.9449  0.2946
  1995.125  1.5769  0.3109
  1995.208  0.7494  0.3069
  1995.292  0.5365  0.2894
  1995.375  0.2313  0.2769
  1995.458  0.6545  0.2968
  1995.542  0.8170  0.3290
  1995.625  0.7779  0.3223
  1995.708  0.4598  0.2596
  1995.792  0.8146  0.2657
  1995.875  0.7454  0.2818
  1995.958  0.4742  0.2411
  1996.042  0.2571  0.2215
  1996.125  0.7918  0.2745
  1996.208  0.1839  0.2953
  1996.292  0.3591  0.2983
  1996.375  0.3251  0.2699
  1996.458  0.2487  0.2771
  1996.542  0.5478  0.2381
  1996.625  0.7645  0.2761
  1996.708  0.2527  0.2623
  1996.792  0.1475  0.2351
  1996.875  0.4270  0.2419
  1996.958  0.6931  0.2400
  1997.042  0.6303  0.2197
  1997.125  0.6249  0.2517
  1997.208  0.8277  0.2880
  1997.292  0.4509  0.3130
  1997.375  0.3466  0.3740
  1997.458  0.7297  0.4172
  1997.542  0.2689  0.4313
  1997.625  0.4478  0.4632
  1997.708  0.6548  0.5285
  1997.792  0.8238  0.5399
  1997.875  0.7782  0.5286
  1997.958  0.7306  0.5544
  1998.042  0.7892  0.5237
  1998.125  1.7798  0.5136
  1998.208  0.8180  0.4830
  1998.292  0.8406  0.5084
  1998.375  0.9909  0.5252
  1998.458  1.1277  0.5046
  1998.542  1.0630  0.5180
  1998.625  1.0388  0.4846
  1998.708  0.6116  0.3746
  1998.792  0.6531  0.3630
  1998.875  0.4889  0.3900
  1998.958  1.0236  0.3249
  1999.042  0.9870  0.2667
  1999.125  1.5733  0.2559
  1999.208  0.3035  0.3198
  1999.292  0.4240  0.2960
  1999.375  0.4330  0.2611
  1999.458  0.5452  0.2493
  1999.542  0.6151  0.2382
  1999.625  0.5302  0.2369
  1999.708  0.7036  0.2325
  1999.792  0.7635  0.2297
  1999.875  0.6628  0.2297
  1999.958  0.9864  0.2536
  2000.042  0.3370  0.2512
  2000.125  1.0666  0.2675
  2000.208  1.0628  0.2695
  2000.292  1.2029  0.2797
  2000.375  0.6270  0.2741
  2000.458  0.7034  0.2387
  2000.542  0.5703  0.2649
  2000.625  0.7358  0.2871
  2000.708  0.5408  0.3400
  2000.792  0.1564  0.3205
  2000.875  0.2027  0.2913
  2000.958  0.1711  0.2963
  2001.042  0.6415  0.2977
  2001.125  0.5990  0.3094
  2001.208  1.0486  0.3595
  2001.292  0.8573  0.3911
  2001.375  0.9487  0.3991
  2001.458  0.7012  0.4106
  2001.542  0.9205  0.4186
  2001.625  0.6898  0.4099
  2001.708  0.7278  0.4205
  2001.792  0.5918  0.4380
  2001.875  1.2301  0.4124
  2001.958  0.6679  0.3951
  2002.042  1.5105  0.3803
  2002.125  1.6438  0.4035
  2002.208  1.6488  0.4510
  2002.292  0.8190  0.4562
  2002.375  0.9391  0.4546
  2002.458  0.6804  0.4446
  2002.542  1.0749  0.4153
  2002.625  0.7525  0.3987
  2002.708  0.9522  0.4233
  2002.792  0.6248  0.4374
  2002.875  0.8752  0.4061
  2002.958  0.2286  0.4197
  2003.042  1.3039  0.3954
  2003.125  0.8571  0.4199
  2003.208  0.8129  0.4397
  2003.292  0.7227  0.4252
  2003.375  0.8868  0.4160
  2003.458  0.6016  0.4185
  2003.542  0.6375  0.4709
  2003.625  0.9134  0.4943
  2003.708  0.8069  0.5258
  2003.792  1.1066  0.5325
  2003.875  0.6773  0.4696
  2003.958  1.3318  0.4328
  2004.042  0.9215  0.4349
  2004.125  1.2708  0.4473
  2004.208  1.1756  0.4244
  2004.292  0.9437  0.4474
  2004.375  0.4202  0.3927
  2004.458  0.4780  0.3767
  2004.542 -0.0172  0.4457
  2004.625  0.4253  0.4697
  2004.708  0.6363  0.4758
  2004.792  0.8973  0.4852
  2004.875  1.2662  0.4686
  2004.958  0.5992  0.4499
  2005.042  1.0941  0.4303
  2005.125  0.6592  0.4194
  2005.208  1.2023  0.4305
  2005.292  1.1761  0.4499
  2005.375  0.9133  0.4799
  2005.458  1.0387  0.4696
  2005.542  0.9591  0.4936
  2005.625  0.7849  0.5077
  2005.708  1.2518  0.4824
  2005.792  1.2845  0.4629
  2005.875  1.3448  0.4246
  2005.958  1.0647  0.3975
  2006.042  0.7013  0.3905
  2006.125  1.1391  0.3808
  2006.208  1.0392  0.3668
  2006.292  0.6256  0.4135
  2006.375  0.4355  0.4342
  2006.458  1.0359  0.4326
  2006.542  0.7669  0.4553
  2006.625  1.1170  0.4798
  2006.708  0.8346  0.5091
  2006.792  0.9522  0.4782
  2006.875  0.9582  0.5064
  2006.958  1.2685  0.4759
  2007.042  1.9045  0.4554
  2007.125  1.1069  0.4209
  2007.208  1.3093  0.3767
  2007.292  1.3261  0.3815
  2007.375  1.2472  0.3862
  2007.458  0.8928  0.4020
  2007.542  0.9950  0.3860
  2007.625  0.9938  0.3562
  2007.708  1.0492  0.3769
  2007.792  1.0132  0.3413
  2007.875  1.0307  0.2633
  2007.958  0.8846  0.2414
  2008.042  0.1912  0.2488
  2008.125  0.4464  0.2605
  2008.208  1.7577  0.2737
  2008.292  0.8509  0.3150
  2008.375  0.6891  0.3465
  2008.458  0.6115  0.3697
  2008.542  0.9205  0.4198
  2008.625  0.4709  0.4491
  2008.708  0.8299  0.4508
  2008.792  1.0149  0.4522
  2008.875  1.1907  0.3848
  2008.958  0.7204  0.3898
  2009.042  0.9769  0.3702
  2009.125  0.9421  0.3450
  2009.208  0.9078  0.3790
  2009.292  0.9923  0.4261
  2009.375  0.8671  0.4772
  2009.458  0.8052  0.5721
  2009.542  0.8930  0.5886
  2009.625  0.8370  0.5648
  2009.708  1.0861  0.5047
  2009.792  0.7818  0.5257
  2009.875  1.0117  0.5422
  2009.958  0.5461  0.5775
  2010.042  1.0073  0.5614
  2010.125  1.0863  0.5446
  2010.208  1.5341  0.5650
  2010.292  1.2804  0.5779
  2010.375  1.0252  0.5547
  2010.458  0.8819  0.5227
  2010.542  0.8799  0.5085
  2010.625  0.9347  0.4805
  2010.708  0.8244  0.4496
  2010.792  1.1191  0.4046
  2010.875  1.5069  0.3701
  2010.958  0.5821  0.3633
  2011.042  0.6343  0.3491
  2011.125  0.6381  0.3831
  2011.208  0.8796  0.3798
  2011.292  1.1159  0.3959
  2011.375  0.6769  0.4184
  2011.458  0.8619  0.4326
  2011.542  1.2618  0.4157
  2011.625  1.2562  0.4081
  2011.708  0.8991  0.3790
  2011.792  1.1064  0.3765
  2011.875  0.7552  0.3614
  2011.958  0.8296  0.3116
  2012.042  0.6078  0.3204
  2012.125  0.4571  0.3770
  2012.208  0.9350  0.3566
  2012.292  1.2662  0.3879
  2012.375  1.3157  0.4318
  2012.458  1.0228  0.4152
  2012.542  0.7865  0.4877
  2012.625  0.8336  0.5086
  2012.708  1.0407  0.5535
  2012.792  1.1019  0.5247
  2012.875  1.1310  0.4766
  2012.958  0.4200  0.4702
  2013.042  1.1187  0.3963
  2013.125  1.0187  0.4045
  2013.208  1.0592  0.4020
  2013.292  0.5740  0.4486
  2013.375  0.8645  0.4936
  2013.458  1.0567  0.4539
  2013.542  0.7538  0.5313
  2013.625  0.9197  0.5450
  2013.708  1.2228  0.5211
  2013.792  0.9721  0.5136
  2013.875  1.3682  0.5384
  2013.958  0.9789  0.4755
  2014.042  1.1820  0.4420
  2014.125  0.3588  0.4410
  2014.208  1.2106  0.4756
  2014.292  1.2226  0.5548
  2014.375  1.3211  0.5830
  2014.458  0.8597  0.6120
  2014.542  0.5683  0.6152
  2014.625  1.1307  0.6697
  2014.708  1.2145  0.6860
  2014.792  1.1442  0.6473
  2014.875  0.7797  0.5950
  2014.958  1.2025  0.5813
  2015.042  1.3353  0.5530
  2015.125  1.5235  0.5242
  2015.208  1.5451  0.5675
  2015.292  0.8980  0.6341
  2015.375  1.0159  0.6799
  2015.458  1.0911  0.6801
  2015.542  0.8471  0.7078
  2015.625  1.0572  0.7152
  2015.708  1.0691  0.7636
  2015.792  1.4569  0.8103
  2015.875  1.3501  0.7973
  2015.958  1.8042  0.7744
  2016.042  1.5704  0.7974
  2016.125  2.3052  0.7352
  2016.208  2.2799  0.7458
  2016.292  1.6939  0.7512
  2016.375  1.2067  0.7049
  2016.458  0.9498  0.7039
  2016.542  1.0103  0.7201
  2016.625  1.5582  0.6940
  2016.708  1.1702  0.6770
  2016.792  1.0161  0.6633
  2016.875  1.1919  0.5831
  2016.958  1.1465  0.5481
  2017.042  1.4581  0.5833
  2017.125  1.8165  0.6181
  2017.208  1.8885  0.6357
  2017.292  1.1786  0.6839
  2017.375  1.2689  0.6617
------------------------------------
