Global mean temperature (C)
relative to 1880-1920 mean
12-month running mean
---------------------------
    year     T_anomaly
  1986.500    0.4454
  1986.583    0.4505
  1986.667    0.4567
  1986.750    0.4461
  1986.833    0.4443
  1986.917    0.4434
  1987.000    0.4629
  1987.083    0.4901
  1987.167    0.5030
  1987.250    0.5345
  1987.333    0.5495
  1987.417    0.5610
  1987.500    0.5872
  1987.583    0.6047
  1987.667    0.6011
  1987.750    0.6286
  1987.833    0.6463
  1987.917    0.6621
  1988.000    0.6676
  1988.083    0.6590
  1988.167    0.6744
  1988.250    0.6763
  1988.333    0.6827
  1988.417    0.6727
  1988.500    0.6612
  1988.583    0.6266
  1988.667    0.6206
  1988.750    0.6092
  1988.833    0.5990
  1988.917    0.5760
  1989.000    0.5527
  1989.083    0.5515
  1989.167    0.5427
  1989.250    0.5386
  1989.333    0.5327
  1989.417    0.5394
  1989.500    0.5424
  1989.583    0.5632
  1989.667    0.5682
  1989.750    0.6012
  1989.833    0.6190
  1989.917    0.6437
  1990.000    0.6634
  1990.083    0.6717
  1990.167    0.6667
  1990.250    0.6613
  1990.333    0.6695
  1990.417    0.6905
  1990.500    0.6940
  1990.583    0.6952
  1990.667    0.7036
  1990.750    0.6705
  1990.833    0.6689
  1990.917    0.6629
  1991.000    0.6764
  1991.083    0.6828
  1991.167    0.6929
  1991.250    0.7094
  1991.333    0.7008
  1991.417    0.6883
  1991.500    0.6810
  1991.583    0.6838
  1991.667    0.6769
  1991.750    0.6866
  1991.833    0.6627
  1991.917    0.6569
  1992.000    0.6318
  1992.083    0.5999
  1992.167    0.5730
  1992.250    0.5320
  1992.333    0.5146
  1992.417    0.4923
  1992.500    0.4832
  1992.583    0.4767
  1992.667    0.4739
  1992.750    0.4641
  1992.833    0.4673
  1992.917    0.4624
  1993.000    0.4621
  1993.083    0.4748
  1993.167    0.4781
  1993.250    0.4866
  1993.333    0.4970
  1993.417    0.4998
  1993.500    0.4975
  1993.583    0.4915
  1993.667    0.4623
  1993.750    0.4546
  1993.833    0.4658
  1993.917    0.4678
  1994.000    0.4831
  1994.083    0.4866
  1994.167    0.4948
  1994.250    0.5125
  1994.333    0.5281
  1994.417    0.5602
  1994.500    0.5742
  1994.583    0.5909
  1994.667    0.6521
  1994.750    0.6675
  1994.833    0.6725
  1994.917    0.6723
  1995.000    0.6744
  1995.083    0.6882
  1995.167    0.7089
  1995.250    0.7107
  1995.333    0.7160
  1995.417    0.7150
  1995.500    0.7094
  1995.583    0.6902
  1995.667    0.6669
  1995.750    0.6578
  1995.833    0.6501
  1995.917    0.6508
  1996.000    0.6359
  1996.083    0.6259
  1996.167    0.6265
  1996.250    0.6204
  1996.333    0.5969
  1996.417    0.5946
  1996.500    0.6045
  1996.583    0.6091
  1996.667    0.5987
  1996.750    0.6140
  1996.833    0.6137
  1996.917    0.6219
  1997.000    0.6453
  1997.083    0.6444
  1997.167    0.6393
  1997.250    0.6630
  1997.333    0.6998
  1997.417    0.7201
  1997.500    0.7360
  1997.583    0.7602
  1997.667    0.8041
  1997.750    0.8134
  1997.833    0.8354
  1997.917    0.8620
  1998.000    0.8819
  1998.083    0.9113
  1998.167    0.9324
  1998.250    0.9239
  1998.333    0.9089
  1998.417    0.8958
  1998.500    0.8926
  1998.583    0.8816
  1998.667    0.8622
  1998.750    0.8384
  1998.833    0.8133
  1998.917    0.7817
  1999.000    0.7473
  1999.083    0.7222
  1999.167    0.6942
  1999.250    0.6924
  1999.333    0.6900
  1999.417    0.6829
  1999.500    0.6743
  1999.583    0.6559
  1999.667    0.6490
  1999.750    0.6704
  1999.833    0.6917
  1999.917    0.6971
  2000.000    0.7023
  2000.083    0.7032
  2000.167    0.7105
  2000.250    0.7097
  2000.333    0.6981
  2000.417    0.6915
  2000.500    0.6787
  2000.583    0.6934
  2000.667    0.6828
  2000.750    0.6808
  2000.833    0.6749
  2000.917    0.6910
  2001.000    0.7002
  2001.083    0.7163
  2001.167    0.7207
  2001.250    0.7320
  2001.333    0.7502
  2001.417    0.7802
  2001.500    0.8005
  2001.583    0.8263
  2001.667    0.8517
  2001.750    0.8795
  2001.833    0.8844
  2001.917    0.8899
  2002.000    0.8894
  2002.083    0.8903
  2002.167    0.8960
  2002.250    0.9040
  2002.333    0.9089
  2002.417    0.9002
  2002.500    0.8904
  2002.583    0.8890
  2002.667    0.8716
  2002.750    0.8436
  2002.833    0.8410
  2002.917    0.8386
  2003.000    0.8340
  2003.083    0.8282
  2003.167    0.8377
  2003.250    0.8386
  2003.333    0.8538
  2003.417    0.8498
  2003.500    0.8761
  2003.583    0.8641
  2003.667    0.8773
  2003.750    0.8832
  2003.833    0.8893
  2003.917    0.8723
  2004.000    0.8677
  2004.083    0.8431
  2004.167    0.8252
  2004.250    0.8144
  2004.333    0.8065
  2004.417    0.8214
  2004.500    0.8007
  2004.583    0.8106
  2004.667    0.7990
  2004.750    0.8048
  2004.833    0.8108
  2004.917    0.8304
  2005.000    0.8504
  2005.083    0.8840
  2005.167    0.8990
  2005.250    0.9200
  2005.333    0.9315
  2005.417    0.9345
  2005.500    0.9496
  2005.583    0.9386
  2005.667    0.9492
  2005.750    0.9420
  2005.833    0.9261
  2005.917    0.9105
  2006.000    0.9084
  2006.083    0.8984
  2006.167    0.9054
  2006.250    0.8937
  2006.333    0.8845
  2006.417    0.8816
  2006.500    0.8887
  2006.583    0.9209
  2006.667    0.9215
  2006.750    0.9280
  2006.833    0.9489
  2006.917    0.9660
  2007.000    0.9611
  2007.083    0.9683
  2007.167    0.9589
  2007.250    0.9584
  2007.333    0.9509
  2007.417    0.9379
  2007.500    0.9151
  2007.583    0.8554
  2007.667    0.8266
  2007.750    0.8289
  2007.833    0.8103
  2007.917    0.7964
  2008.000    0.7877
  2008.083    0.7859
  2008.167    0.7727
  2008.250    0.7739
  2008.333    0.7797
  2008.417    0.7882
  2008.500    0.7922
  2008.583    0.8232
  2008.667    0.8372
  2008.750    0.8208
  2008.833    0.8277
  2008.917    0.8398
  2009.000    0.8540
  2009.083    0.8641
  2009.167    0.8823
  2009.250    0.8866
  2009.333    0.8854
  2009.417    0.8942
  2009.500    0.9034
  2009.583    0.9134
  2009.667    0.9356
  2009.750    0.9681
  2009.833    0.9893
  2009.917    0.9973
  2010.000    0.9962
  2010.083    0.9876
  2010.167    0.9868
  2010.250    0.9791
  2010.333    0.9842
  2010.417    0.9858
  2010.500    0.9722
  2010.583    0.9535
  2010.667    0.9318
  2010.750    0.9085
  2010.833    0.8901
  2010.917    0.8722
  2011.000    0.8681
  2011.083    0.8776
  2011.167    0.8840
  2011.250    0.8801
  2011.333    0.8760
  2011.417    0.8569
  2011.500    0.8610
  2011.583    0.8570
  2011.667    0.8537
  2011.750    0.8483
  2011.833    0.8517
  2011.917    0.8710
  2012.000    0.8734
  2012.083    0.8594
  2012.167    0.8512
  2012.250    0.8675
  2012.333    0.8770
  2012.417    0.8921
  2012.500    0.8914
  2012.583    0.9092
  2012.667    0.9141
  2012.750    0.9211
  2012.833    0.9072
  2012.917    0.8943
  2013.000    0.8975
  2013.083    0.8995
  2013.167    0.9028
  2013.250    0.9045
  2013.333    0.8972
  2013.417    0.9024
  2013.500    0.9137
  2013.583    0.9185
  2013.667    0.9161
  2013.750    0.9259
  2013.833    0.9476
  2013.917    0.9690
  2014.000    0.9692
  2014.083    0.9680
  2014.167    0.9806
  2014.250    0.9907
  2014.333    1.0040
  2014.417    0.9929
  2014.500    1.0034
  2014.583    1.0099
  2014.667    1.0381
  2014.750    1.0487
  2014.833    1.0449
  2014.917    1.0370
  2015.000    1.0469
  2015.083    1.0580
  2015.167    1.0552
  2015.250    1.0477
  2015.333    1.0651
  2015.417    1.0913
  2015.500    1.1163
  2015.583    1.1423
  2015.667    1.1798
  2015.750    1.2108
  2015.833    1.2381
  2015.917    1.2512
  2016.000    1.2516
  2016.083    1.2621
  2016.167    1.2789
  2016.250    1.2850
  2016.333    1.2700
  2016.417    1.2606
  2016.500    1.2353
  2016.583    1.2156
  2016.667    1.1963
  2016.750    1.1824
  2016.833    1.1676
---------------------------
