Global mean surface temperature (C)
relative to 1951-1980 mean
-----------------------------------
 year    monthly_mean
1987.875    0.2413
1987.958    0.4701
1988.042    0.5633
1988.125    0.4125
1988.208    0.4910
1988.292    0.4476
1988.375    0.4378
1988.458    0.4161
1988.542    0.3436
1988.625    0.4572
1988.708    0.4118
1988.792    0.3910
1988.875    0.1235
1988.958    0.3331
1989.042    0.1486
1989.125    0.3406
1989.208    0.3546
1989.292    0.3282
1989.375    0.1626
1989.458    0.1389
1989.542    0.3301
1989.625    0.3537
1989.708    0.3634
1989.792    0.3205
1989.875    0.2024
1989.958    0.3671
1990.042    0.3983
1990.125    0.4010
1990.208    0.7521
1990.292    0.5403
1990.375    0.4581
1990.458    0.3735
1990.542    0.4294
1990.625    0.2924
1990.708    0.2989
1990.792    0.4208
1990.875    0.4552
1990.958    0.4116
1991.042    0.4129
1991.125    0.5015
1991.208    0.3524
1991.292    0.5224
1991.375    0.3837
1991.458    0.5366
1991.542    0.5052
1991.625    0.4145
1991.708    0.4970
1991.792    0.3177
1991.875    0.3063
1991.958    0.3253
1992.042    0.4469
1992.125    0.4208
1992.208    0.4663
1992.292    0.2342
1992.375    0.3171
1992.458    0.2370
1992.542    0.1244
1992.625    0.0929
1992.708    0.0061
1992.792    0.1079
1992.875    0.0380
1992.958    0.2168
1993.042    0.3694
1993.125    0.3870
1993.208    0.3537
1993.292    0.2722
1993.375    0.2572
1993.458    0.2329
1993.542    0.2761
1993.625    0.1301
1993.708    0.1068
1993.792    0.2304
1993.875    0.0692
1993.958    0.1885
1994.042    0.2968
1994.125    0.0349
1994.208    0.2618
1994.292    0.4060
1994.375    0.2823
1994.458    0.4167
1994.542    0.3164
1994.625    0.2275
1994.708    0.3192
1994.792    0.4178
1994.875    0.4555
1994.958    0.3559
1995.042    0.4961
1995.125    0.7704
1995.208    0.4448
1995.292    0.4676
1995.375    0.2841
1995.458    0.4411
1995.542    0.4840
1995.625    0.4747
1995.708    0.3411
1995.792    0.4812
1995.875    0.4436
1995.958    0.2904
1996.042    0.2659
1996.125    0.4931
1996.208    0.3292
1996.292    0.3771
1996.375    0.2937
1996.458    0.2628
1996.542    0.3651
1996.625    0.4862
1996.708    0.2681
1996.792    0.1996
1996.875    0.4149
1996.958    0.4088
1997.042    0.3228
1997.125    0.3693
1997.208    0.5174
1997.292    0.3710
1997.375    0.3862
1997.458    0.5432
1997.542    0.3514
1997.625    0.4223
1997.708    0.5534
1997.792    0.6407
1997.875    0.6579
1997.958    0.5986
1998.042    0.6113
1998.125    0.8947
1998.208    0.6272
1998.292    0.6335
1998.375    0.7029
1998.458    0.7809
1998.542    0.7042
1998.625    0.6753
1998.708    0.4493
1998.792    0.4610
1998.875    0.4982
1998.958    0.5604
1999.042    0.4797
1999.125    0.6599
1999.208    0.3387
1999.292    0.3301
1999.375    0.3257
1999.458    0.3677
1999.542    0.4015
1999.625    0.3381
1999.708    0.4295
1999.792    0.4303
1999.875    0.4144
1999.958    0.4572
2000.042    0.2570
2000.125    0.5780
2000.208    0.5872
2000.292    0.5884
2000.375    0.3902
2000.458    0.4306
2000.542    0.4117
2000.625    0.4276
2000.708    0.4185
2000.792    0.2925
2000.875    0.3347
2000.958    0.3032
2001.042    0.4338
2001.125    0.4492
2001.208    0.5667
2001.292    0.5183
2001.375    0.5845
2001.458    0.5416
2001.542    0.6067
2001.625    0.4802
2001.708    0.5537
2001.792    0.5114
2001.875    0.6962
2001.958    0.5477
2002.042    0.7436
2002.125    0.7543
2002.208    0.9059
2002.292    0.5760
2002.375    0.6434
2002.458    0.5338
2002.542    0.6160
2002.625    0.5467
2002.708    0.6481
2002.792    0.5686
2002.875    0.5897
2002.958    0.4289
2003.042    0.7267
2003.125    0.5451
2003.208    0.5668
2003.292    0.5457
2003.375    0.6181
2003.458    0.4822
2003.542    0.5487
2003.625    0.6592
2003.708    0.6589
2003.792    0.7511
2003.875    0.5428
2003.958    0.7446
2004.042    0.5838
2004.125    0.7047
2004.208    0.6326
2004.292    0.6146
2004.375    0.4109
2004.458    0.4260
2004.542    0.2532
2004.625    0.4462
2004.708    0.5284
2004.792    0.6535
2004.875    0.7188
2004.958    0.4909
2005.042    0.7032
2005.125    0.5594
2005.208    0.7089
2005.292    0.6895
2005.375    0.6474
2005.458    0.6649
2005.542    0.6525
2005.625    0.6227
2005.708    0.7818
2005.792    0.7965
2005.875    0.7550
2005.958    0.6789
2006.042    0.5742
2006.125    0.6927
2006.208    0.6217
2006.292    0.5031
2006.375    0.4629
2006.458    0.6431
2006.542    0.5391
2006.625    0.7120
2006.708    0.6432
2006.792    0.6876
2006.875    0.7243
2006.958    0.7668
2007.042    0.9608
2007.125    0.7012
2007.208    0.6992
2007.292    0.7554
2007.375    0.6785
2007.458    0.5826
2007.542    0.6244
2007.625    0.6016
2007.708    0.6372
2007.792    0.5984
2007.875    0.5702
2007.958    0.4931
2008.042    0.2458
2008.125    0.3562
2008.208    0.7339
2008.292    0.5319
2008.375    0.5007
2008.458    0.4791
2008.542    0.6017
2008.625    0.4432
2008.708    0.6537
2008.792    0.6668
2008.875    0.6694
2008.958    0.5407
2009.042    0.6137
2009.125    0.5202
2009.208    0.5297
2009.292    0.6133
2009.375    0.6455
2009.458    0.6491
2009.542    0.7231
2009.625    0.6604
2009.708    0.7029
2009.792    0.6498
2009.875    0.7726
2009.958    0.6481
2010.042    0.7320
2010.125    0.7886
2010.208    0.9227
2010.292    0.8669
2010.375    0.7381
2010.458    0.6342
2010.542    0.6175
2010.625    0.6486
2010.708    0.6087
2010.792    0.7110
2010.875    0.7917
2010.958    0.4835
2011.042    0.5101
2011.125    0.5285
2011.208    0.6364
2011.292    0.6467
2011.375    0.5328
2011.458    0.5874
2011.542    0.7336
2011.625    0.7283
2011.708    0.5620
2011.792    0.6618
2011.875    0.5638
2011.958    0.5352
2012.042    0.4593
2012.125    0.4918
2012.208    0.5739
2012.292    0.6878
2012.375    0.7594
2012.458    0.6159
2012.542    0.5653
2012.625    0.6280
2012.708    0.7584
2012.792    0.7789
2012.875    0.7454
2012.958    0.5267
2013.042    0.6755
2013.125    0.5521
2013.208    0.6511
2013.292    0.5208
2013.375    0.6100
2013.458    0.6564
2013.542    0.5910
2013.625    0.6705
2013.708    0.7822
2013.792    0.6923
2013.875    0.8120
2013.958    0.6673
2014.042    0.7359
2014.125    0.5224
2014.208    0.7716
2014.292    0.7839
2014.375    0.8713
2014.458    0.6603
2014.542    0.5776
2014.625    0.8236
2014.708    0.9061
2014.792    0.8568
2014.875    0.6804
2014.958    0.7939
2015.042    0.8219
2015.125    0.8676
2015.208    0.9097
2015.292    0.7430
2015.375    0.7752
2015.458    0.7793
2015.542    0.7187
2015.625    0.7932
2015.708    0.8161
2015.792    1.0669
2015.875    1.0191
2015.958    1.1103
2016.042    1.1487
2016.125    1.3381
2016.208    1.2966
2016.292    1.0809
2016.375    0.9289
2016.458    0.7764
2016.542    0.8280
2016.625    0.9864
2016.708    0.8787
2016.792    0.8853
2016.875    0.8809
2016.958    0.7780
2017.042    0.9015
2017.125    1.0772
2017.208    1.1171
2017.292    0.8807
2017.375    0.8811
-----------------------------------
