 Total solar irradiance (W/m2)
 -----------------------------
    year   31-day mean
 -----------------------------
  1976.173  1360.7102
  1976.176  1360.6942
  1976.179  1360.6772
  1976.181  1360.6517
  1976.184  1360.6377
  1976.187  1360.6301
  1976.189  1360.6327
  1976.192  1360.6334
  1976.195  1360.6322
  1976.198  1360.6187
  1976.200  1360.5994
  1976.203  1360.5842
  1976.206  1360.5691
  1976.208  1360.5569
  1976.211  1360.5446
  1976.214  1360.5372
  1976.216  1360.5344
  1976.219  1360.5354
  1976.222  1360.5388
  1976.224  1360.5360
  1976.227  1360.5289
  1976.230  1360.5214
  1976.232  1360.5223
  1976.235  1360.5221
  1976.238  1360.5201
  1976.240  1360.5203
  1976.243  1360.5181
  1976.246  1360.5134
  1976.249  1360.5077
  1976.251  1360.5015
  1976.254  1360.5013
  1976.257  1360.5048
  1976.259  1360.5132
  1976.262  1360.5232
  1976.265  1360.5377
  1976.267  1360.5447
  1976.270  1360.5479
  1976.273  1360.5476
  1976.276  1360.5487
  1976.278  1360.5485
  1976.281  1360.5582
  1976.284  1360.5731
  1976.286  1360.5852
  1976.289  1360.5938
  1976.292  1360.6062
  1976.294  1360.6233
  1976.297  1360.6370
  1976.300  1360.6470
  1976.302  1360.6523
  1976.305  1360.6550
  1976.308  1360.6553
  1976.310  1360.6561
  1976.313  1360.6569
  1976.316  1360.6559
  1976.318  1360.6560
  1976.321  1360.6566
  1976.324  1360.6573
  1976.327  1360.6603
  1976.329  1360.6648
  1976.335  1360.6715
  1976.337  1360.6793
  1976.340  1360.6866
  1976.343  1360.6942
  1976.345  1360.6997
  1976.348  1360.7058
  1976.351  1360.7103
  1976.354  1360.7148
  1976.356  1360.7190
  1976.359  1360.7206
  1976.362  1360.7239
  1976.364  1360.7281
  1976.367  1360.7322
  1976.370  1360.7367
  1976.372  1360.7426
  1976.375  1360.7540
  1976.378  1360.7600
  1976.380  1360.7617
  1976.383  1360.7628
  1976.386  1360.7639
  1976.388  1360.7660
  1976.391  1360.7684
  1976.394  1360.7719
  1976.396  1360.7761
  1976.399  1360.7793
  1976.402  1360.7831
  1976.405  1360.7881
  1976.407  1360.7911
  1976.410  1360.7959
  1976.413  1360.7971
  1976.415  1360.7980
  1976.418  1360.7954
  1976.421  1360.7877
  1976.423  1360.7775
  1976.426  1360.7679
  1976.429  1360.7617
  1976.431  1360.7528
  1976.434  1360.7493
  1976.437  1360.7463
  1976.439  1360.7421
  1976.442  1360.7418
  1976.445  1360.7383
  1976.448  1360.7380
  1976.450  1360.7365
  1976.453  1360.7358
  1976.456  1360.7347
  1976.458  1360.7330
  1976.461  1360.7329
  1976.464  1360.7332
  1976.466  1360.7333
  1976.469  1360.7333
  1976.472  1360.7333
  1976.474  1360.7333
  1976.477  1360.7333
  1976.480  1360.7323
  1976.482  1360.7323
  1976.485  1360.7319
  1976.488  1360.7319
  1976.490  1360.7312
  1976.493  1360.7299
  1976.496  1360.7289
  1976.501  1360.7275
  1976.504  1360.7266
  1976.507  1360.7285
  1976.509  1360.7325
  1976.512  1360.7356
  1976.515  1360.7350
  1976.517  1360.7358
  1976.520      *
  1976.523      *
  1976.526      *
  1976.528      *
  1976.531      *
  1976.534      *
  1976.536      *
  1976.539      *
  1976.542      *
  1976.544      *
  1976.547      *
  1976.550      *
  1976.552      *
  1976.555      *
  1976.558      *
  1976.560      *
  1976.563      *
  1976.566      *
  1976.568      *
  1976.571      *
  1976.574      *
  1976.577      *
  1976.579      *
  1976.582  1360.5769
  1976.585  1360.5870
  1976.587  1360.5927
  1976.590  1360.5946
  1976.593  1360.6007
  1976.595  1360.6078
  1976.598  1360.6156
  1976.601  1360.6217
  1976.604  1360.6277
  1976.606  1360.6333
  1976.609  1360.6382
  1976.612  1360.6428
  1976.614  1360.6476
  1976.617  1360.6517
  1976.620  1360.6545
  1976.622  1360.6564
  1976.625  1360.6514
  1976.628  1360.6455
  1976.630  1360.6421
  1976.633  1360.6425
  1976.636  1360.6439
  1976.638  1360.6493
  1976.641  1360.6580
  1976.644  1360.6687
  1976.646  1360.6816
  1976.649  1360.6897
  1976.652  1360.6946
  1976.655  1360.6945
  1976.657  1360.6948
  1976.660  1360.6965
  1976.663  1360.6981
  1976.665  1360.6993
  1976.668  1360.7015
  1976.671  1360.7043
  1976.673  1360.7106
  1976.676  1360.7140
  1976.679  1360.7128
  1976.681  1360.7104
  1976.684  1360.7089
  1976.687  1360.7068
  1976.689  1360.7045
  1976.692  1360.7046
  1976.695  1360.7035
  1976.698  1360.7015
  1976.700  1360.6978
  1976.703  1360.6946
  1976.706  1360.6912
  1976.708  1360.6910
  1976.711  1360.6932
  1976.714  1360.6951
  1976.716  1360.6992
  1976.719  1360.7075
  1976.722  1360.7134
  1976.724  1360.7181
  1976.727  1360.7189
  1976.730  1360.7183
  1976.732  1360.7178
  1976.735  1360.7213
  1976.738  1360.7323
  1976.740  1360.7397
  1976.743  1360.7423
  1976.746  1360.7415
  1976.751  1360.7400
  1976.754  1360.7380
  1976.757  1360.7378
  1976.759  1360.7382
  1976.762  1360.7380
  1976.765  1360.7418
  1976.767  1360.7441
  1976.770  1360.7405
  1976.773  1360.7351
  1976.776  1360.7305
  1976.778  1360.7240
  1976.781  1360.7219
  1976.784  1360.7236
  1976.786  1360.7263
  1976.789  1360.7296
  1976.792  1360.7339
  1976.794  1360.7384
  1976.797  1360.7422
  1976.800  1360.7471
  1976.802  1360.7485
  1976.805  1360.7479
  1976.808  1360.7474
  1976.810  1360.7471
  1976.813  1360.7471
  1976.816  1360.7471
  1976.818  1360.7471
  1976.821  1360.7471
  1976.824  1360.7438
  1976.827  1360.7386
  1976.829  1360.7339
  1976.832  1360.7338
  1976.835  1360.7321
  1976.837  1360.7317
  1976.840  1360.7313
  1976.843  1360.7266
  1976.845  1360.7223
  1976.848  1360.7157
  1976.851  1360.7089
  1976.854  1360.7118
  1976.856  1360.7159
  1976.859  1360.7205
  1976.862  1360.7253
  1976.864  1360.7251
  1976.867  1360.7208
  1976.870  1360.7188
  1976.872  1360.7174
  1976.875  1360.7162
  1976.878      *
  1976.880      *
  1976.883      *
  1976.886      *
  1976.888      *
  1976.891  1360.7217
  1976.894  1360.7168
  1976.896  1360.7212
  1976.899  1360.7172
  1976.902  1360.7095
  1976.905  1360.7035
  1976.907  1360.7021
  1976.910  1360.7000
  1976.913  1360.6976
  1976.918  1360.6925
  1976.921  1360.6901
  1976.923  1360.6842
  1976.926  1360.6781
  1976.929  1360.6720
  1976.931  1360.6653
  1976.934  1360.6587
  1976.937  1360.6626
  1976.939  1360.6620
  1976.942  1360.6614
  1976.945  1360.6599
  1976.948  1360.6592
  1976.950  1360.6586
  1976.953  1360.6567
  1976.956  1360.6547
  1976.958  1360.6547
  1976.961  1360.6547
  1976.964  1360.6626
  1976.966  1360.6626
  1976.969  1360.6626
  1976.972  1360.6626
  1976.974  1360.6639
  1976.977  1360.6637
  1976.980  1360.6710
  1976.982  1360.6647
  1976.985  1360.6658
  1976.988  1360.6714
  1976.990  1360.6764
  1976.993  1360.6798
  1976.996  1360.6824
  1976.999  1360.6847
  1977.001  1360.6866
  1977.004  1360.6898
  1977.007  1360.6940
  1977.009  1360.7007
  1977.012      *
  1977.015      *
  1977.017      *
  1977.020      *
  1977.023      *
  1977.026      *
  1977.028      *
  1977.031      *
  1977.034      *
  1977.036      *
  1977.039      *
  1977.042      *
  1977.044      *
  1977.047      *
  1977.050      *
  1977.052      *
  1977.055      *
  1977.058      *
  1977.060      *
  1977.063      *
  1977.066      *
  1977.068      *
  1977.071      *
  1977.074      *
  1977.077      *
  1977.079      *
  1977.082      *
  1977.085      *
  1977.087      *
  1977.090      *
  1977.093      *
  1977.095      *
  1977.098      *
  1977.101      *
  1977.104      *
  1977.106      *
  1977.109      *
  1977.112      *
  1977.114      *
  1977.117      *
  1977.120      *
  1977.122      *
  1977.125      *
  1977.128  1360.8020
  1977.130  1360.8038
  1977.133  1360.8052
  1977.136  1360.8073
  1977.138  1360.8081
  1977.141  1360.8074
  1977.144  1360.8115
  1977.146  1360.8142
  1977.149  1360.8180
  1977.152  1360.8226
  1977.155  1360.8243
  1977.157  1360.8318
  1977.168  1360.8383
  1977.171  1360.8397
  1977.173  1360.8469
  1977.176  1360.8522
  1977.179  1360.8489
  1977.181  1360.8435
  1977.184  1360.8219
  1977.187  1360.8065
  1977.189  1360.8065
  1977.192  1360.7942
  1977.195  1360.7787
  1977.198  1360.7736
  1977.200  1360.7729
  1977.203  1360.7737
  1977.206  1360.7811
  1977.208  1360.7808
  1977.211  1360.7804
  1977.214  1360.7831
  1977.216  1360.7856
  1977.219  1360.7837
  1977.222  1360.7865
  1977.224  1360.7826
  1977.227  1360.7793
  1977.230  1360.7771
  1977.232  1360.7762
  1977.235  1360.7697
  1977.238  1360.7637
  1977.240  1360.7612
  1977.243  1360.7499
  1977.246  1360.7449
  1977.249  1360.7424
  1977.251  1360.7372
  1977.254  1360.7350
  1977.257  1360.7350
  1977.259  1360.7350
  1977.262  1360.7350
  1977.265  1360.7346
  1977.267  1360.7427
  1977.270  1360.7521
  1977.273  1360.7521
  1977.276  1360.7612
  1977.278  1360.7732
  1977.281  1360.7827
  1977.284  1360.7869
  1977.286  1360.7848
  1977.289  1360.7771
  1977.292  1360.7771
  1977.294  1360.7782
  1977.297  1360.7754
  1977.300  1360.7639
  1977.302  1360.7627
  1977.305  1360.7570
  1977.308  1360.7640
  1977.310  1360.7672
  1977.313  1360.7777
  1977.316  1360.7860
  1977.318  1360.7952
  1977.321  1360.7942
  1977.324  1360.7930
  1977.327  1360.7977
  1977.329  1360.8077
  1977.335  1360.8175
  1977.337  1360.8298
  1977.340  1360.8401
  1977.343  1360.8424
  1977.345  1360.8461
  1977.348  1360.8464
  1977.351  1360.8510
  1977.354  1360.8510
  1977.356  1360.8510
  1977.359  1360.8530
  1977.362  1360.8561
  1977.364  1360.8566
  1977.367  1360.8564
  1977.370  1360.8521
  1977.372  1360.8446
  1977.375  1360.8417
  1977.378  1360.8444
  1977.380  1360.8484
  1977.383  1360.8530
  1977.386  1360.8600
  1977.388  1360.8612
  1977.391  1360.8606
  1977.394  1360.8549
  1977.396  1360.8495
  1977.399  1360.8413
  1977.402  1360.8353
  1977.405  1360.8242
  1977.407  1360.8226
  1977.410  1360.8237
  1977.413  1360.8224
  1977.415  1360.8184
  1977.418  1360.8134
  1977.421  1360.8114
  1977.423  1360.8083
  1977.426  1360.8080
  1977.429  1360.8053
  1977.431  1360.8032
  1977.434  1360.8035
  1977.437  1360.8004
  1977.439  1360.7960
  1977.442  1360.7782
  1977.445  1360.7594
  1977.448  1360.7367
  1977.450  1360.7213
  1977.453  1360.7101
  1977.456  1360.7092
  1977.458  1360.7081
  1977.461  1360.7067
  1977.464  1360.7045
  1977.466  1360.7024
  1977.469  1360.7030
  1977.472  1360.7042
  1977.474  1360.7086
  1977.477  1360.7094
  1977.480  1360.7163
  1977.482  1360.7148
  1977.485  1360.7183
  1977.488  1360.7172
  1977.490  1360.7167
  1977.493  1360.7119
  1977.496  1360.7083
  1977.501  1360.7050
  1977.504  1360.7014
  1977.507  1360.6943
  1977.509  1360.6880
  1977.512  1360.6792
  1977.515  1360.6708
  1977.517  1360.6647
  1977.520  1360.6573
  1977.523  1360.6729
  1977.526  1360.6823
  1977.528  1360.7043
  1977.531  1360.7269
  1977.534  1360.7676
  1977.536  1360.7935
  1977.539  1360.8188
  1977.542  1360.8309
  1977.544  1360.8368
  1977.547  1360.8427
  1977.550  1360.8503
  1977.552  1360.8468
  1977.555  1360.8358
  1977.558  1360.8370
  1977.560  1360.8334
  1977.563  1360.8387
  1977.566  1360.8348
  1977.568      *
  1977.571      *
  1977.574      *
  1977.577      *
  1977.579      *
  1977.582      *
  1977.585      *
  1977.587      *
  1977.590      *
  1977.593      *
  1977.595  1360.8798
  1977.598  1360.8896
  1977.601  1360.8973
  1977.604  1360.9003
  1977.606  1360.8918
  1977.609  1360.8894
  1977.612  1360.8920
  1977.614  1360.8940
  1977.617  1360.8982
  1977.620  1360.8972
  1977.622  1360.8969
  1977.625  1360.9009
  1977.628  1360.9055
  1977.630  1360.9003
  1977.633  1360.8883
  1977.636  1360.8942
  1977.638  1360.9041
  1977.641  1360.8969
  1977.644  1360.8960
  1977.646  1360.8989
  1977.649  1360.8950
  1977.652  1360.8884
  1977.655  1360.8735
  1977.657  1360.8516
  1977.660  1360.8260
  1977.663  1360.8076
  1977.665  1360.7953
  1977.668  1360.7828
  1977.671  1360.7700
  1977.673  1360.7554
  1977.676  1360.7419
  1977.679  1360.7233
  1977.681  1360.7112
  1977.684  1360.7035
  1977.687  1360.7018
  1977.689  1360.7058
  1977.692  1360.7100
  1977.695  1360.7129
  1977.698  1360.7126
  1977.700  1360.7087
  1977.703  1360.7030
  1977.706  1360.7008
  1977.708  1360.6910
  1977.711  1360.6854
  1977.714  1360.6810
  1977.716  1360.6782
  1977.719  1360.6763
  1977.722  1360.6714
  1977.724  1360.6681
  1977.727  1360.6600
  1977.730  1360.6479
  1977.732  1360.6412
  1977.735  1360.6371
  1977.738  1360.6426
  1977.740  1360.6588
  1977.743  1360.6906
  1977.746  1360.7147
  1977.751  1360.7333
  1977.754  1360.7560
  1977.757  1360.7823
  1977.759  1360.7963
  1977.762  1360.8125
  1977.765  1360.8286
  1977.767  1360.8400
  1977.770  1360.8478
  1977.773  1360.8525
  1977.776  1360.8529
  1977.778  1360.8560
  1977.781  1360.8584
  1977.784  1360.8676
  1977.786  1360.8765
  1977.789  1360.8984
  1977.792  1360.9032
  1977.794  1360.9178
  1977.797  1360.9294
  1977.800  1360.9294
  1977.802  1360.9294
  1977.805  1360.9375
  1977.808  1360.9375
  1977.810  1360.9375
  1977.813  1360.9375
  1977.816  1360.9375
  1977.818  1360.9375
  1977.821  1360.9375
  1977.824  1360.9375
  1977.827  1360.9375
  1977.829  1360.9442
  1977.832      *
  1977.835      *
  1977.837      *
  1977.840      *
  1977.843      *
  1977.845      *
  1977.848      *
  1977.851      *
  1977.854      *
  1977.856      *
  1977.859      *
  1977.862      *
  1977.864      *
  1977.867      *
  1977.870      *
  1977.872      *
  1977.875      *
  1977.878      *
  1977.880      *
  1977.883      *
  1977.886      *
  1977.888      *
  1977.891      *
  1977.894  1361.0217
  1977.896  1361.0028
  1977.899  1360.9829
  1977.902  1360.9811
  1977.905  1360.9874
  1977.907  1360.9973
  1977.910  1361.0081
  1977.913  1361.0109
  1977.918  1361.0142
  1977.921  1361.0182
  1977.923  1361.0182
  1977.926  1361.0182
  1977.929  1361.0182
  1977.931  1361.0182
  1977.934  1361.0182
  1977.937  1361.0133
  1977.939  1361.0099
  1977.942  1361.0060
  1977.945  1360.9983
  1977.948  1360.9899
  1977.950  1360.9808
  1977.953  1360.9808
  1977.956  1360.9749
  1977.958  1360.9713
  1977.961  1360.9690
  1977.964  1360.9728
  1977.966  1360.9822
  1977.969  1360.9923
  1977.972  1361.0121
  1977.974  1361.0385
  1977.977  1361.0649
  1977.980  1361.0983
  1977.982      *
  1977.985      *
  1977.988      *
  1977.990      *
  1977.993      *
  1977.996      *
  1977.999      *
  1978.001      *
  1978.004      *
  1978.007      *
  1978.009      *
  1978.012      *
  1978.015      *
  1978.017      *
  1978.020      *
  1978.023      *
  1978.026      *
  1978.028      *
  1978.031      *
  1978.034      *
  1978.036      *
  1978.039      *
  1978.042      *
  1978.044      *
  1978.047      *
  1978.050      *
  1978.052      *
  1978.055      *
  1978.058      *
  1978.060      *
  1978.063      *
  1978.066      *
  1978.068      *
  1978.071      *
  1978.074      *
  1978.077      *
  1978.079  1360.5981
  1978.082  1360.5870
  1978.085  1360.6061
  1978.087  1360.6238
  1978.090  1360.6453
  1978.093  1360.6606
  1978.095  1360.6782
  1978.098  1360.6969
  1978.101  1360.6986
  1978.104  1360.7028
  1978.106  1360.7322
  1978.109  1360.7322
  1978.112  1360.7174
  1978.114  1360.7174
  1978.117  1360.7174
  1978.120  1360.7174
  1978.122  1360.7174
  1978.125  1360.7174
  1978.128  1360.7174
  1978.130  1360.7021
  1978.133  1360.6976
  1978.136  1360.7072
  1978.138  1360.6938
  1978.141  1360.6716
  1978.144  1360.6643
  1978.146  1360.6754
  1978.149  1360.6990
  1978.152      *
  1978.155      *
  1978.157      *
  1978.168      *
  1978.171      *
  1978.173      *
  1978.176      *
  1978.179      *
  1978.181      *
  1978.184      *
  1978.187      *
  1978.189      *
  1978.192      *
  1978.195      *
  1978.198      *
  1978.200  1361.1497
  1978.203  1361.1628
  1978.206  1361.1748
  1978.208  1361.1877
  1978.211  1361.1948
  1978.214  1361.1973
  1978.216  1361.1943
  1978.219  1361.1908
  1978.222  1361.1753
  1978.224  1361.1663
  1978.227  1361.1605
  1978.230  1361.1541
  1978.232  1361.1514
  1978.235  1361.1576
  1978.238  1361.1614
  1978.240  1361.1687
  1978.243  1361.1367
  1978.246  1361.1559
  1978.249  1361.1619
  1978.251  1361.1675
  1978.254  1361.1782
  1978.257  1361.1853
  1978.259  1361.1918
  1978.262  1361.1875
  1978.265  1361.1787
  1978.267  1361.1769
  1978.270  1361.1702
  1978.273  1361.1649
  1978.276  1361.1538
  1978.278  1361.1388
  1978.281  1361.1202
  1978.284  1361.0944
  1978.286  1361.0637
  1978.289  1361.0377
  1978.292  1361.0178
  1978.294  1360.9847
  1978.297  1360.9581
  1978.300  1360.9558
  1978.302  1360.9563
  1978.305  1360.9702
  1978.308  1360.9830
  1978.310  1360.9963
  1978.313  1361.0198
  1978.316  1361.0366
  1978.318  1361.0363
  1978.321  1361.0416
  1978.324  1361.0323
  1978.327  1361.0657
  1978.329  1361.0663
  1978.335  1361.0754
  1978.337  1361.0793
  1978.340  1361.0758
  1978.343  1361.0818
  1978.345  1361.0842
  1978.348  1361.0933
  1978.351  1361.1013
  1978.354  1361.1014
  1978.356  1361.1000
  1978.359  1361.0939
  1978.362  1361.0824
  1978.364  1361.0707
  1978.367  1361.0757
  1978.370  1361.0900
  1978.372  1361.1082
  1978.375  1361.1307
  1978.378  1361.1462
  1978.380  1361.1764
  1978.383  1361.2059
  1978.386  1361.2151
  1978.388  1361.2224
  1978.391  1361.2247
  1978.394  1361.2246
  1978.396  1361.2262
  1978.399  1361.2135
  1978.402  1361.2035
  1978.405  1361.2040
  1978.407  1361.2003
  1978.410  1361.2089
  1978.413  1361.2169
  1978.415  1361.2178
  1978.418  1361.2213
  1978.421  1361.2252
  1978.423  1361.2344
  1978.426  1361.2455
  1978.429  1361.2484
  1978.431  1361.2382
  1978.434  1361.2300
  1978.437  1361.2190
  1978.439  1361.2122
  1978.442  1361.2103
  1978.445  1361.2107
  1978.448  1361.2278
  1978.450  1361.2415
  1978.453  1361.2520
  1978.456  1361.2673
  1978.458  1361.2711
  1978.461  1361.2719
  1978.464  1361.2733
  1978.466  1361.2692
  1978.469  1361.2651
  1978.472  1361.2598
  1978.474  1361.2574
  1978.477  1361.2512
  1978.480  1361.2408
  1978.482  1361.2382
  1978.485  1361.2135
  1978.488  1361.1980
  1978.490  1361.1752
  1978.493  1361.1589
  1978.496  1361.1426
  1978.501  1361.1344
  1978.504  1361.1292
  1978.507  1361.1332
  1978.509  1361.1415
  1978.512  1361.1423
  1978.515  1361.1505
  1978.517  1361.1694
  1978.520  1361.1913
  1978.523  1361.2168
  1978.526  1361.2406
  1978.528  1361.2600
  1978.531  1361.2833
  1978.534  1361.2957
  1978.536  1361.2947
  1978.539  1361.2955
  1978.542  1361.2910
  1978.544  1361.2914
  1978.547  1361.2953
  1978.550  1361.2998
  1978.552  1361.3063
  1978.555  1361.3162
  1978.558  1361.3253
  1978.560  1361.3304
  1978.563  1361.3340
  1978.566  1361.3425
  1978.568  1361.3431
  1978.571  1361.3707
  1978.574  1361.3898
  1978.577  1361.4159
  1978.579  1361.4384
  1978.582  1361.4573
  1978.585  1361.4707
  1978.587  1361.4751
  1978.590  1361.4736
  1978.593  1361.4651
  1978.595  1361.4553
  1978.598  1361.4471
  1978.601  1361.4379
  1978.604  1361.4324
  1978.606  1361.4285
  1978.609  1361.4265
  1978.612  1361.4243
  1978.614  1361.4225
  1978.617  1361.4200
  1978.620  1361.4186
  1978.622  1361.4219
  1978.625  1361.4178
  1978.628  1361.4072
  1978.630  1361.3927
  1978.633  1361.3701
  1978.636  1361.3500
  1978.638  1361.3282
  1978.641  1361.3126
  1978.644  1361.3035
  1978.646  1361.3099
  1978.649  1361.3220
  1978.652  1361.3329
  1978.655  1361.3271
  1978.657  1361.3231
  1978.660  1361.3187
  1978.663  1361.3099
  1978.665  1361.3008
  1978.668  1361.2944
  1978.671  1361.2889
  1978.673  1361.2441
  1978.676  1361.2363
  1978.679  1361.2291
  1978.681  1361.2156
  1978.684  1361.2020
  1978.687  1361.1893
  1978.689  1361.1798
  1978.692  1361.1726
  1978.695  1361.1611
  1978.698  1361.1591
  1978.700  1361.1594
  1978.703  1361.1699
  1978.706  1361.1746
  1978.708  1361.1924
  1978.711  1361.2086
  1978.714  1361.2374
  1978.716  1361.2706
  1978.719  1361.3064
  1978.722  1361.3363
  1978.724  1361.3550
  1978.727  1361.3622
  1978.730  1361.3567
  1978.732  1361.3374
  1978.735  1361.3176
  1978.738  1361.3246
  1978.740  1361.3254
  1978.743  1361.3259
  1978.746  1361.3195
  1978.751  1361.3156
  1978.754  1361.3137
  1978.757  1361.3107
  1978.759  1361.3396
  1978.762  1361.3386
  1978.765  1361.3394
  1978.767  1361.3489
  1978.770  1361.3645
  1978.773  1361.3734
  1978.776  1361.3777
  1978.778  1361.3798
  1978.781  1361.3828
  1978.784  1361.3828
  1978.786  1361.3824
  1978.789  1361.3809
  1978.792  1361.3824
  1978.794  1361.3831
  1978.797  1361.3855
  1978.800  1361.3751
  1978.802  1361.3616
  1978.805  1361.3378
  1978.808  1361.3182
  1978.810  1361.3064
  1978.813  1361.2946
  1978.816  1361.2770
  1978.818  1361.2668
  1978.821  1361.2601
  1978.824  1361.2565
  1978.827  1361.2570
  1978.829  1361.2593
  1978.832  1361.2693
  1978.835  1361.2710
  1978.837  1361.2588
  1978.840  1361.2438
  1978.843  1361.2469
  1978.845  1361.2521
  1978.848  1361.2588
  1978.851  1361.2645
  1978.854  1361.2560
  1978.856  1361.2534
  1978.859  1361.2661
  1978.862  1361.2848
  1978.864  1361.2850
  1978.867  1361.2814
  1978.870  1361.2847
  1978.872  1361.2882
  1978.875  1361.2749
  1978.878  1361.2566
  1978.880  1361.2445
  1978.883  1361.2380
  1978.886  1361.2450
  1978.888  1361.2623
  1978.891  1361.2957
  1978.894  1361.3234
  1978.896  1361.3405
  1978.899  1361.2976
  1978.902  1361.2477
  1978.905  1361.1904
  1978.907  1361.1863
  1978.910  1361.1086
  1978.913  1361.0704
  1978.918  1361.0537
  1978.921  1361.0537
  1978.923  1361.0410
  1978.926  1361.0513
  1978.929  1361.0557
  1978.931  1361.0382
  1978.934  1360.9961
  1978.937  1360.9829
  1978.939  1361.0026
  1978.942  1360.9875
  1978.945  1360.9705
  1978.948  1360.9618
  1978.950  1360.9935
  1978.953  1360.9810
  1978.956  1360.9464
  1978.958  1360.9142
  1978.961  1360.9200
  1978.964  1360.9097
  1978.966  1360.8912
  1978.969  1360.9128
  1978.972  1360.9468
  1978.974  1360.9319
  1978.977  1360.9186
  1978.980  1360.9193
  1978.982  1360.9424
  1978.985  1360.9937
  1978.988  1361.0488
  1978.990  1361.1429
  1978.993  1361.1707
  1978.996  1361.2402
  1978.999  1361.2697
  1979.001  1361.2917
  1979.004  1361.3130
  1979.007  1361.3438
  1979.009  1361.3389
  1979.012  1361.3497
  1979.015  1361.3392
  1979.017  1361.3717
  1979.020  1361.3408
  1979.023  1361.3357
  1979.026  1361.3191
  1979.028  1361.3190
  1979.031  1361.2905
  1979.034  1361.2699
  1979.036  1361.2889
  1979.039  1361.3160
  1979.042  1361.3752
  1979.044  1361.3914
  1979.047  1361.4026
  1979.050  1361.4338
  1979.052  1361.4178
  1979.055  1361.4016
  1979.058  1361.4047
  1979.060  1361.4020
  1979.063  1361.3979
  1979.066  1361.4231
  1979.068  1361.4330
  1979.071  1361.4569
  1979.074  1361.4240
  1979.077  1361.4349
  1979.079  1361.4600
  1979.082  1361.4733
  1979.085  1361.4381
  1979.087  1361.4042
  1979.090  1361.3644
  1979.093  1361.3890
  1979.095  1361.3259
  1979.098  1361.3290
  1979.101  1361.3461
  1979.104  1361.3892
  1979.106  1361.3954
  1979.109  1361.4187
  1979.112  1361.4359
  1979.114  1361.4556
  1979.117  1361.4636
  1979.120  1361.4828
  1979.122  1361.5157
  1979.125  1361.4845
  1979.128  1361.4989
  1979.130  1361.5369
  1979.133  1361.5741
  1979.136  1361.5857
  1979.138  1361.5837
  1979.141  1361.6060
  1979.144  1361.6284
  1979.146  1361.6262
  1979.149  1361.6310
  1979.152  1361.6770
  1979.155  1361.7148
  1979.157  1361.7382
  1979.168  1361.7349
  1979.171  1361.7454
  1979.173  1361.7610
  1979.176  1361.7992
  1979.179  1361.8228
  1979.181  1361.8806
  1979.184  1361.8835
  1979.187  1361.9596
  1979.189  1361.9845
  1979.192  1362.0018
  1979.195  1362.0012
  1979.198  1362.0234
  1979.200  1362.0194
  1979.203  1362.0463
  1979.206  1362.0563
  1979.208  1362.0754
  1979.211  1362.0493
  1979.214  1362.0436
  1979.216  1362.0126
  1979.219  1362.0228
  1979.222  1361.9806
  1979.224  1361.9628
  1979.227  1361.9712
  1979.230  1361.9916
  1979.232  1361.9941
  1979.235  1361.9878
  1979.238  1361.9691
  1979.240  1361.9647
  1979.243  1361.9294
  1979.246  1361.8751
  1979.249  1361.8584
  1979.251  1361.8378
  1979.254  1361.8098
  1979.257  1361.7944
  1979.259  1361.8075
  1979.262  1361.8143
  1979.265  1361.8105
  1979.267  1361.8198
  1979.270  1361.8217
  1979.273  1361.8279
  1979.276  1361.8137
  1979.278  1361.7996
  1979.281  1361.7887
  1979.284  1361.7744
  1979.286  1361.7347
  1979.289  1361.7058
  1979.292  1361.6681
  1979.294  1361.6782
  1979.297  1361.6750
  1979.300  1361.7043
  1979.302  1361.7273
  1979.305  1361.7389
  1979.308  1361.7535
  1979.310  1361.7494
  1979.313  1361.7496
  1979.316  1361.7374
  1979.318  1361.7101
  1979.321  1361.7156
  1979.324  1361.6927
  1979.327  1361.6868
  1979.329  1361.6896
  1979.335  1361.6964
  1979.337  1361.7042
  1979.340  1361.7090
  1979.343  1361.7183
  1979.345  1361.7208
  1979.348  1361.7367
  1979.351  1361.7367
  1979.354  1361.7189
  1979.356  1361.7305
  1979.359  1361.7545
  1979.362  1361.7532
  1979.364  1361.7679
  1979.367  1361.7999
  1979.370  1361.8265
  1979.372  1361.8378
  1979.375  1361.8429
  1979.378  1361.8831
  1979.380  1361.8481
  1979.383  1361.8588
  1979.386  1361.8130
  1979.388  1361.7522
  1979.391  1361.7158
  1979.394  1361.7008
  1979.396  1361.6532
  1979.399  1361.6177
  1979.402  1361.5753
  1979.405  1361.5952
  1979.407  1361.5524
  1979.410  1361.5446
  1979.413  1361.5366
  1979.415  1361.5347
  1979.418  1361.5323
  1979.421  1361.5314
  1979.423  1361.5450
  1979.426  1361.5255
  1979.429  1361.5116
  1979.431  1361.5089
  1979.434  1361.5361
  1979.437  1361.5277
  1979.439  1361.5160
  1979.442  1361.5046
  1979.445  1361.5352
  1979.448  1361.5131
  1979.450  1361.5065
  1979.453  1361.5033
  1979.456  1361.5337
  1979.458  1361.5156
  1979.461  1361.5009
  1979.464  1361.5201
  1979.466  1361.5198
  1979.469  1361.5464
  1979.472  1361.5728
  1979.474  1361.6039
  1979.477  1361.6122
  1979.480  1361.6383
  1979.482  1361.6672
  1979.485  1361.7205
  1979.488  1361.7333
  1979.490  1361.7821
  1979.493  1361.8289
